switch_id,used_rules,usage
49,254,0.767372
48,185,0.558912
47,62,0.187311
46,129,0.389728
45,160,0.483384
44,194,0.586103
43,233,0.703927
42,111,0.335347
41,60,0.181269
40,17,0.0513595
39,126,0.380665
38,182,0.549849
37,191,0.577039
36,87,0.26284
35,130,0.392749
34,170,0.513595
33,86,0.259819
32,160,0.483384
31,205,0.619335
30,109,0.329305
29,156,0.471299
28,218,0.65861
27,138,0.416918
26,79,0.238671
25,260,0.785498
24,229,0.691843
23,138,0.416918
22,224,0.676737
21,211,0.637462
20,65,0.196375
19,154,0.465257
18,198,0.598187
17,96,0.29003
16,205,0.619335
15,82,0.247734
14,147,0.444109
13,254,0.767372
12,111,0.335347
11,170,0.513595
10,210,0.634441
9,116,0.350453
8,110,0.332326
7,92,0.277946
6,167,0.504532
5,210,0.634441
4,181,0.546828
3,221,0.667674
2,160,0.483384
1,114,0.344411
0,164,0.495468
