switch_id,used_rules,usage
49,419,1.26586
48,293,0.885196
47,99,0.299094
46,218,0.65861
45,264,0.797583
44,293,0.885196
43,435,1.3142
42,213,0.643505
41,145,0.438066
40,56,0.169184
39,200,0.60423
38,287,0.867069
37,313,0.945619
36,146,0.441088
35,201,0.607251
34,280,0.845921
33,153,0.462236
32,248,0.749245
31,387,1.16918
30,197,0.595166
29,236,0.712991
28,330,0.996979
27,240,0.725076
26,121,0.365559
25,417,1.25982
24,384,1.16012
23,256,0.773414
22,354,1.06949
21,349,1.05438
20,159,0.480363
19,290,0.876133
18,339,1.02417
17,177,0.534743
16,318,0.960725
15,142,0.429003
14,202,0.610272
13,446,1.34743
12,172,0.519637
11,342,1.03323
10,304,0.918429
9,217,0.655589
8,203,0.613293
7,155,0.468278
6,273,0.824773
5,306,0.924471
4,266,0.803625
3,402,1.2145
2,239,0.722054
1,175,0.528701
0,260,0.785498
