switch_id,used_rules,usage
49,306,0.924471
48,203,0.613293
47,75,0.226586
46,165,0.498489
45,192,0.58006
44,241,0.728097
43,294,0.888218
42,150,0.453172
41,85,0.256798
40,24,0.0725076
39,148,0.44713
38,201,0.607251
37,228,0.688822
36,100,0.302115
35,150,0.453172
34,196,0.592145
33,109,0.329305
32,192,0.58006
31,264,0.797583
30,129,0.389728
29,186,0.561934
28,266,0.803625
27,169,0.510574
26,93,0.280967
25,311,0.939577
24,283,0.854985
23,178,0.537764
22,264,0.797583
21,248,0.749245
20,95,0.287009
19,198,0.598187
18,236,0.712991
17,120,0.362538
16,242,0.731118
15,95,0.287009
14,156,0.471299
13,321,0.969789
12,129,0.389728
11,216,0.652568
10,242,0.731118
9,153,0.462236
8,132,0.398792
7,109,0.329305
6,195,0.589124
5,247,0.746224
4,217,0.655589
3,273,0.824773
2,181,0.546828
1,130,0.392749
0,189,0.570997
