switch_id,used_rules,usage
49,232,0.700906
48,139,0.41994
47,53,0.160121
46,110,0.332326
45,146,0.441088
44,181,0.546828
43,178,0.537764
42,98,0.296073
41,54,0.163142
40,14,0.0422961
39,110,0.332326
38,137,0.413897
37,170,0.513595
36,59,0.178248
35,113,0.34139
34,146,0.441088
33,80,0.241692
32,135,0.407855
31,165,0.498489
30,87,0.26284
29,134,0.404834
28,191,0.577039
27,109,0.329305
26,63,0.190332
25,241,0.728097
24,202,0.610272
23,115,0.347432
22,185,0.558912
21,174,0.52568
20,47,0.141994
19,148,0.44713
18,179,0.540785
17,81,0.244713
16,169,0.510574
15,60,0.181269
14,123,0.371601
13,213,0.643505
12,93,0.280967
11,132,0.398792
10,192,0.58006
9,103,0.311178
8,87,0.26284
7,73,0.220544
6,131,0.39577
5,194,0.586103
4,156,0.471299
3,177,0.534743
2,139,0.41994
1,100,0.302115
0,133,0.401813
