switch_id,used_rules,usage
49,360,1.08761
48,242,0.731118
47,81,0.244713
46,164,0.495468
45,222,0.670695
44,255,0.770393
43,340,1.02719
42,155,0.468278
41,115,0.347432
40,40,0.120846
39,177,0.534743
38,247,0.746224
37,258,0.779456
36,130,0.392749
35,174,0.52568
34,229,0.691843
33,125,0.377644
32,197,0.595166
31,293,0.885196
30,152,0.459215
29,188,0.567976
28,264,0.797583
27,193,0.583082
26,102,0.308157
25,344,1.03927
24,310,0.936556
23,189,0.570997
22,306,0.924471
21,282,0.851964
20,130,0.392749
19,246,0.743202
18,283,0.854985
17,140,0.422961
16,257,0.776435
15,110,0.332326
14,172,0.519637
13,361,1.09063
12,137,0.413897
11,274,0.827795
10,269,0.812689
9,168,0.507553
8,172,0.519637
7,124,0.374622
6,235,0.70997
5,262,0.791541
4,220,0.664653
3,325,0.981873
2,200,0.60423
1,155,0.468278
0,209,0.63142
