switch_id,used_rules,usage
49,278,0.839879
48,195,0.589124
47,69,0.208459
46,143,0.432024
45,175,0.528701
44,209,0.63142
43,261,0.78852
42,120,0.362538
41,76,0.229607
40,17,0.0513595
39,134,0.404834
38,194,0.586103
37,214,0.646526
36,95,0.287009
35,127,0.383686
34,179,0.540785
33,98,0.296073
32,163,0.492447
31,222,0.670695
30,111,0.335347
29,165,0.498489
28,234,0.706949
27,152,0.459215
26,77,0.232628
25,275,0.830816
24,244,0.73716
23,151,0.456193
22,239,0.722054
21,229,0.691843
20,86,0.259819
19,174,0.52568
18,211,0.637462
17,102,0.308157
16,204,0.616314
15,88,0.265861
14,148,0.44713
13,273,0.824773
12,112,0.338369
11,207,0.625378
10,205,0.619335
9,124,0.374622
8,131,0.39577
7,101,0.305136
6,182,0.549849
5,233,0.703927
4,186,0.561934
3,252,0.761329
2,170,0.513595
1,123,0.371601
0,177,0.534743
