switch_id,used_rules,usage
49,896,2.70695
48,699,2.11178
47,220,0.664653
46,502,1.51662
45,636,1.92145
44,633,1.91239
43,1054,3.18429
42,555,1.67674
41,294,0.888218
40,126,0.380665
39,421,1.2719
38,702,2.12085
37,658,1.98792
36,387,1.16918
35,399,1.20544
34,636,1.92145
33,443,1.33837
32,563,1.70091
31,899,2.71601
30,468,1.4139
29,571,1.72508
28,779,2.35347
27,580,1.75227
26,259,0.782477
25,757,2.28701
24,924,2.79154
23,666,2.01208
22,708,2.13897
21,803,2.42598
20,354,1.06949
19,580,1.75227
18,661,1.99698
17,376,1.13595
16,689,2.08157
15,396,1.19637
14,391,1.18127
13,943,2.84894
12,384,1.16012
11,803,2.42598
10,562,1.69789
9,557,1.68278
8,434,1.31118
7,399,1.20544
6,600,1.81269
5,637,1.92447
4,589,1.77946
3,969,2.92749
2,478,1.44411
1,438,1.32326
0,565,1.70695
