switch_id,used_rules,usage
49,6181,18.6737
48,3608,10.9003
47,2188,6.61027
46,3019,9.12085
45,5904,17.8369
44,5853,17.6828
43,8322,25.142
42,4435,13.3988
41,3112,9.40181
40,1723,5.20544
39,3079,9.30211
38,3759,11.3565
37,5537,16.7281
36,1998,6.03625
35,3262,9.85498
34,6045,18.2628
33,3369,10.1782
32,4594,13.8792
31,6147,18.571
30,4528,13.6798
29,2537,7.66465
28,5307,16.0332
27,4680,14.139
26,2735,8.26284
25,3865,11.6767
24,8132,24.568
23,5826,17.6012
22,4640,14.0181
21,6187,18.6918
20,2869,8.66767
19,3817,11.5317
18,3672,11.0937
17,3431,10.3656
16,4007,12.1057
15,2796,8.44713
14,1683,5.08459
13,5705,17.2356
12,1640,4.95468
11,5462,16.5015
10,3617,10.9275
9,4688,14.1631
8,2733,8.2568
7,2777,8.38973
6,3433,10.3716
5,5327,16.0937
4,4876,14.7311
3,6903,20.855
2,2544,7.6858
1,3682,11.1239
0,2563,7.7432
