switch_id,used_rules,usage
49,835,2.52266
48,624,1.8852
47,188,0.567976
46,423,1.27795
45,537,1.62236
44,541,1.63444
43,957,2.89124
42,454,1.3716
41,313,0.945619
40,144,0.435045
39,379,1.14502
38,630,1.90332
37,619,1.87009
36,334,1.00906
35,353,1.06647
34,581,1.75529
33,363,1.09668
32,498,1.50453
31,828,2.50151
30,431,1.30211
29,494,1.49245
28,669,2.02115
27,543,1.64048
26,232,0.700906
25,680,2.05438
24,795,2.40181
23,554,1.67372
22,649,1.96073
21,727,2.19637
20,357,1.07855
19,489,1.47734
18,606,1.83082
17,352,1.06344
16,564,1.70393
15,366,1.10574
14,372,1.12387
13,875,2.6435
12,356,1.07553
11,761,2.29909
10,498,1.50453
9,447,1.35045
8,409,1.23565
7,373,1.12689
6,560,1.69184
5,561,1.69486
4,499,1.50755
3,910,2.74924
2,436,1.31722
1,379,1.14502
0,508,1.53474
