switch_id,used_rules,usage
49,382,1.15408
48,267,0.806647
47,87,0.26284
46,197,0.595166
45,234,0.706949
44,278,0.839879
43,372,1.12387
42,192,0.58006
41,102,0.308157
40,32,0.0966767
39,184,0.555891
38,265,0.800604
37,261,0.78852
36,132,0.398792
35,183,0.55287
34,226,0.682779
33,135,0.407855
32,224,0.676737
31,323,0.975831
30,153,0.462236
29,216,0.652568
28,304,0.918429
27,213,0.643505
26,95,0.287009
25,389,1.17523
24,334,1.00906
23,220,0.664653
22,334,1.00906
21,313,0.945619
20,115,0.347432
19,270,0.81571
18,313,0.945619
17,135,0.407855
16,301,0.909366
15,129,0.389728
14,186,0.561934
13,406,1.22659
12,159,0.480363
11,286,0.864048
10,283,0.854985
9,192,0.58006
8,165,0.498489
7,141,0.425982
6,249,0.752266
5,289,0.873112
4,251,0.758308
3,336,1.01511
2,203,0.613293
1,160,0.483384
0,227,0.685801
