switch_id,used_rules,usage
49,250,0.755287
48,173,0.522659
47,56,0.169184
46,122,0.36858
45,159,0.480363
44,190,0.574018
43,212,0.640483
42,104,0.314199
41,64,0.193353
40,14,0.0422961
39,119,0.359517
38,172,0.519637
37,186,0.561934
36,85,0.256798
35,115,0.347432
34,156,0.471299
33,87,0.26284
32,145,0.438066
31,188,0.567976
30,101,0.305136
29,145,0.438066
28,200,0.60423
27,127,0.383686
26,75,0.226586
25,240,0.725076
24,221,0.667674
23,124,0.374622
22,204,0.616314
21,184,0.555891
20,74,0.223565
19,159,0.480363
18,190,0.574018
17,92,0.277946
16,186,0.561934
15,74,0.223565
14,143,0.432024
13,246,0.743202
12,110,0.332326
11,167,0.504532
10,190,0.574018
9,107,0.323263
8,117,0.353474
7,90,0.271903
6,162,0.489426
5,191,0.577039
4,173,0.522659
3,205,0.619335
2,151,0.456193
1,103,0.311178
0,150,0.453172
