@pair(source-destination-demand)
0,1,6.0
0,2,6.0
0,3,2.0
0,4,16.0
0,5,4.0
0,6,16.0
0,7,4.0
0,8,8.0
0,9,4.0
0,10,20.0
0,11,26.0
0,12,28.0
0,13,38.0
0,14,8.0
0,15,6.0
0,16,16.0
0,17,14.0
0,18,8.0
0,19,10.0
0,20,8.0
0,21,14.0
0,22,12.0
0,23,10.0
0,24,6.0
0,25,18.0
0,26,2.0
0,27,8.0
1,2,2.0
1,3,2.0
1,4,2.0
1,5,2.0
1,6,2.0
1,7,2.0
1,8,2.0
1,9,2.0
1,10,8.0
1,11,2.0
1,12,2.0
1,13,4.0
1,14,2.0
1,15,2.0
1,16,2.0
1,17,2.0
1,18,2.0
1,19,2.0
1,20,2.0
1,21,2.0
1,22,2.0
1,23,2.0
1,24,2.0
1,25,2.0
1,26,2.0
1,27,2.0
2,3,2.0
2,4,4.0
2,5,4.0
2,6,2.0
2,7,2.0
2,8,2.0
2,9,2.0
2,10,18.0
2,11,4.0
2,12,4.0
2,13,12.0
2,14,4.0
2,15,6.0
2,16,6.0
2,17,4.0
2,18,2.0
2,19,2.0
2,20,2.0
2,21,4.0
2,22,2.0
2,23,2.0
2,24,2.0
2,25,4.0
2,26,2.0
2,27,2.0
3,4,2.0
3,5,2.0
3,6,2.0
3,7,2.0
3,8,2.0
3,9,2.0
3,10,4.0
3,11,2.0
3,12,2.0
3,13,2.0
3,14,2.0
3,15,2.0
3,16,2.0
3,17,2.0
3,18,2.0
3,19,2.0
3,20,2.0
3,21,2.0
3,22,2.0
3,23,2.0
3,24,2.0
3,25,2.0
3,26,2.0
3,27,2.0
4,5,2.0
4,6,4.0
4,7,2.0
4,8,4.0
4,9,2.0
4,10,28.0
4,11,8.0
4,12,14.0
4,13,12.0
4,14,4.0
4,15,2.0
4,16,6.0
4,17,8.0
4,18,2.0
4,19,4.0
4,20,8.0
4,21,4.0
4,22,4.0
4,23,4.0
4,24,4.0
4,25,12.0
4,26,2.0
4,27,4.0
5,6,2.0
5,7,2.0
5,8,2.0
5,9,2.0
5,10,8.0
5,11,4.0
5,12,2.0
5,13,16.0
5,14,4.0
5,15,4.0
5,16,4.0
5,17,4.0
5,18,2.0
5,19,4.0
5,20,2.0
5,21,4.0
5,22,2.0
5,23,2.0
5,24,2.0
5,25,2.0
5,26,2.0
5,27,2.0
6,7,2.0
6,8,2.0
6,9,2.0
6,10,10.0
6,11,4.0
6,12,4.0
6,13,10.0
6,14,2.0
6,15,2.0
6,16,4.0
6,17,4.0
6,18,2.0
6,19,4.0
6,20,2.0
6,21,2.0
6,22,2.0
6,23,4.0
6,24,2.0
6,25,4.0
6,26,2.0
6,27,2.0
7,8,2.0
7,9,2.0
7,10,8.0
7,11,2.0
7,12,2.0
7,13,4.0
7,14,2.0
7,15,2.0
7,16,2.0
7,17,4.0
7,18,2.0
7,19,2.0
7,20,2.0
7,21,2.0
7,22,2.0
7,23,2.0
7,24,4.0
7,25,4.0
7,26,2.0
7,27,2.0
8,9,2.0
8,10,4.0
8,11,2.0
8,12,4.0
8,13,4.0
8,14,2.0
8,15,2.0
8,16,2.0
8,17,2.0
8,18,2.0
8,19,2.0
8,20,2.0
8,21,2.0
8,22,2.0
8,23,2.0
8,24,2.0
8,25,4.0
8,26,2.0
8,27,2.0
9,10,2.0
9,11,4.0
9,12,2.0
9,13,6.0
9,14,2.0
9,15,2.0
9,16,2.0
9,17,2.0
9,18,2.0
9,19,2.0
9,20,2.0
9,21,2.0
9,22,2.0
9,23,2.0
9,24,2.0
9,25,2.0
9,26,2.0
9,27,2.0
10,11,14.0
10,12,20.0
10,13,20.0
10,14,16.0
10,15,10.0
10,16,28.0
10,17,32.0
10,18,4.0
10,19,8.0
10,20,14.0
10,21,26.0
10,22,8.0
10,23,24.0
10,24,10.0
10,25,34.0
10,26,4.0
10,27,14.0
11,12,8.0
11,13,54.0
11,14,4.0
11,15,4.0
11,16,8.0
11,17,8.0
11,18,4.0
11,19,6.0
11,20,4.0
11,21,6.0
11,22,4.0
11,23,4.0
11,24,4.0
11,25,8.0
11,26,2.0
11,27,4.0
12,13,14.0
12,14,4.0
12,15,2.0
12,16,6.0
12,17,6.0
12,18,2.0
12,19,4.0
12,20,4.0
12,21,4.0
12,22,4.0
12,23,4.0
12,24,2.0
12,25,8.0
12,26,2.0
12,27,4.0
13,14,8.0
13,15,20.0
13,16,12.0
13,17,12.0
13,18,4.0
13,19,22.0
13,20,6.0
13,21,10.0
13,22,6.0
13,23,8.0
13,24,4.0
13,25,12.0
13,26,2.0
13,27,6.0
14,15,2.0
14,16,8.0
14,17,4.0
14,18,2.0
14,19,4.0
14,20,2.0
14,21,4.0
14,22,2.0
14,23,4.0
14,24,2.0
14,25,4.0
14,26,2.0
14,27,4.0
15,16,4.0
15,17,4.0
15,18,2.0
15,19,2.0
15,20,2.0
15,21,4.0
15,22,2.0
15,23,2.0
15,24,2.0
15,25,4.0
15,26,2.0
15,27,2.0
16,17,12.0
16,18,2.0
16,19,4.0
16,20,4.0
16,21,10.0
16,22,2.0
16,23,8.0
16,24,4.0
16,25,6.0
16,26,2.0
16,27,8.0
17,18,2.0
17,19,4.0
17,20,6.0
17,21,6.0
17,22,2.0
17,23,8.0
17,24,4.0
17,25,8.0
17,26,2.0
17,27,6.0
18,19,2.0
18,20,2.0
18,21,2.0
18,22,2.0
18,23,2.0
18,24,2.0
18,25,2.0
18,26,2.0
18,27,2.0
19,20,2.0
19,21,4.0
19,22,2.0
19,23,4.0
19,24,2.0
19,25,4.0
19,26,2.0
19,27,2.0
20,21,4.0
20,22,2.0
20,23,2.0
20,24,4.0
20,25,6.0
20,26,2.0
20,27,2.0
21,22,2.0
21,23,4.0
21,24,4.0
21,25,6.0
21,26,2.0
21,27,4.0
22,23,2.0
22,24,2.0
22,25,4.0
22,26,2.0
22,27,2.0
23,24,2.0
23,25,4.0
23,26,2.0
23,27,8.0
24,25,4.0
24,26,2.0
24,27,2.0
25,26,2.0
25,27,4.0
26,27,2.0
