source,destination,demand_id,allowed_rate,demand_rate,lambda,number_of_paths,number_of_reused_paths,average_length,shortest_path_length
15,11,0,326.425,3003,0.1087,1,3,3,1
4,10,1,14.5657,134,0.1087,1,1,1,1
3,15,2,1428.1,13138,0.1087,3,3.66667,3,2
8,3,3,14.6744,135,0.1087,1,3,3,1
13,3,4,1.52179,14,0.1087,1,3,3,1
4,8,5,449.799,4138,0.1087,2,3.5,3,1
19,10,6,4.13058,38,0.1087,1,3,3,1
4,11,7,349.034,3211,0.1087,2,2,2,2
15,14,8,58.1543,535,0.1087,1,2,2,1
15,18,9,560.455,5156,0.1087,1,2,2,1
4,6,10,130.983,1205,0.1087,1,1,1,1
1,0,11,5029.2,46267,0.1087,4,3.25,3,2
0,12,12,220.986,2033,0.1087,2,2,2,1
19,16,13,29.2402,269,0.1087,3,4.33333,4,1
2,3,14,768.397,7069,0.1087,4,3.25,3,2
3,5,15,60.437,556,0.1087,2,3,3,2
19,21,16,140.657,1294,0.1087,1,3,3,1
12,17,17,194.137,1786,0.1087,1,2,2,1
14,11,18,62.8284,578,0.1087,1,1,1,1
7,12,19,11.0874,102,0.1087,1,1,1,1
12,18,20,922.316,8485,0.1087,2,2.5,2,2
12,3,21,17.3919,160,0.1087,1,2,2,1
0,14,22,78.8072,725,0.1087,1,2,2,1
16,1,23,77.1767,710,0.1087,2,4,4,1
1,21,24,3740.9,34415,0.1087,2,2,2,2
6,15,25,943.186,8677,0.1087,1,2,2,1
15,9,26,190.55,1753,0.1087,1,2,2,1
18,11,27,16.9571,156,0.1087,1,3,3,1
13,14,28,3.80449,35,0.1087,1,2,2,1
6,7,29,128.157,1179,0.1087,2,2.5,2,2
11,21,30,84.677,779,0.1087,1,2,2,1
2,19,31,250.444,2304,0.1087,1,2,2,1
5,8,32,89.3511,822,0.1087,4,5,5,1
13,12,33,1.41309,13,0.1087,1,3,3,1
4,16,34,453.495,4172,0.1087,1,2,2,1
4,15,35,370.231,3406,0.1087,2,2.5,2,2
16,5,36,70.9808,653,0.1087,1,4,4,1
0,7,37,887.75,8167,0.1087,1,2,2,1
12,6,38,254.683,2343,0.1087,1,2,2,1
6,11,39,14.7831,136,0.1087,2,3,3,2
5,6,40,93.0468,856,0.1087,1,1,1,1
14,20,41,115.982,1067,0.1087,1,3,3,1
11,14,42,9.23947,85,0.1087,1,1,1,1
13,18,43,58.4804,538,0.1087,1,3,3,1
11,8,44,1.52179,14,0.1087,2,5,5,1
13,10,45,3.80449,35,0.1087,1,3,3,1
