source,destination,demand_id,allowed_rate_c_,demand_rate,lambda,number_of_paths,average_length,shortest_path_length
15,11,0,326.5,3003,0.108725,1,3,3
4,10,1,14.5691,134,0.108725,1,1,1
3,15,2,1428.42,13138,0.108725,3,3.66667,3
8,3,3,14.6778,135,0.108725,1,3,3
13,3,4,1.52214,14,0.108725,1,3,3
4,8,5,449.902,4138,0.108725,2,3.5,3
19,10,6,4.13154,38,0.108725,1,3,3
4,11,7,349.115,3211,0.108725,2,2,2
15,14,8,58.1677,535,0.108725,1,2,2
15,18,9,560.584,5156,0.108725,1,2,2
4,6,10,131.013,1205,0.108725,1,1,1
1,0,11,5030.36,46267,0.108725,4,3.25,3
0,12,12,221.037,2033,0.108725,2,2,2
19,16,13,29.2469,269,0.108725,3,4.33333,4
2,3,14,768.574,7069,0.108725,4,3.25,3
3,5,15,60.4509,556,0.108725,2,3,3
19,21,16,140.69,1294,0.108725,1,3,3
12,17,17,194.182,1786,0.108725,1,2,2
14,11,18,62.8428,578,0.108725,1,1,1
7,12,19,11.0899,102,0.108725,1,1,1
12,18,20,922.528,8485,0.108725,2,2.5,2
12,3,21,17.3959,160,0.108725,1,2,2
0,14,22,78.8253,725,0.108725,1,2,2
16,1,23,77.1945,710,0.108725,2,4,4
1,21,24,3741.76,34415,0.108725,3,2.33333,2
6,15,25,943.403,8677,0.108725,1,2,2
15,9,26,190.594,1753,0.108725,1,2,2
18,11,27,16.961,156,0.108725,1,3,3
13,14,28,3.80536,35,0.108725,1,2,2
6,7,29,128.186,1179,0.108725,2,2.5,2
11,21,30,84.6965,779,0.108725,1,2,2
2,19,31,250.501,2304,0.108725,1,2,2
5,8,32,89.3716,822,0.108725,4,5,5
13,12,33,1.41342,13,0.108725,1,3,3
4,16,34,453.599,4172,0.108725,1,2,2
4,15,35,370.316,3406,0.108725,2,2.5,2
16,5,36,70.9972,653,0.108725,1,4,4
0,7,37,887.954,8167,0.108725,1,2,2
12,6,38,254.742,2343,0.108725,1,2,2
6,11,39,14.7865,136,0.108725,2,3,3
5,6,40,93.0683,856,0.108725,1,1,1
14,20,41,116.009,1067,0.108725,1,3,3
11,14,42,9.24159,85,0.108725,1,1,1
13,18,43,58.4938,538,0.108725,1,3,3
11,8,44,1.52214,14,0.108725,2,5,5
13,10,45,3.80536,35,0.108725,1,3,3
7,13,46,0.869797,8,0.108725,1,3,3
1,16,47,1106.82,10180,0.108725,3,4.33333,4
9,4,48,1453.54,13369,0.108725,2,2.5,2
