source,destination,demand_id,allowed_rate_c_,demand_rate,lambda,number_of_paths,average_length,shortest_path_length,number_of_reused_paths
0,1,0,0.9,2,0.45,5,2.2,1,3
0,4,1,1.35,3,0.45,9,2.55556,2,4
0,5,2,1.35,3,0.45,7,2.42857,2,4
0,7,3,1.67304,4,0.41826,8,2.25,1,4
1,2,4,0.45,1,0.45,2,1.5,1,1
4,5,5,0.9,2,0.45,3,1.66667,1,2
4,6,6,0.9,2,0.45,2,1.5,1,2
3,4,7,0.45,1,0.45,1,1,1,1
3,9,8,0.45,1,0.45,3,1.66667,1,2
0,10,9,0.45,1,0.45,3,1.66667,1,2
10,5,10,1.35,3,0.45,6,2,1,5
10,6,11,0.9,2,0.45,1,1,1,1
0,6,12,0.41152,1,0.41152,3,1.66667,1,1
6,8,13,1.8,4,0.45,4,1.75,1,2
2,9,14,2.23998,5,0.447996,7,2.14286,1,4
1,9,15,0.9,2,0.45,3,1.66667,1,3
3,8,16,0.45,1,0.45,1,1,1,1
7,9,17,1.35,3,0.45,4,1.75,1,4
2,3,18,0.45,1,0.45,4,2.25,2,3
2,6,19,1.31152,3,0.437173,9,2.55556,2,3
10,8,20,2.18359,5,0.436718,7,2.28571,1,5
6,7,21,1.35,3,0.45,3,1.66667,1,3
