source,destination,length,path
0,1,1,0,1,0.615385
0,1,2,0,9,1,0.153846
0,1,2,0,2,1,0.153846
0,1,3,0,8,3,1,0.0769231
0,4,2,0,7,4,0.153846
0,4,2,0,8,4,0.384615
0,4,2,0,2,4,0.153846
0,4,2,0,6,4,0.230769
0,4,2,0,1,4,0.0769231
0,5,2,0,9,5,0.461538
0,5,2,0,2,5,0.230769
0,5,2,0,7,5,0.153846
0,5,3,0,8,3,5,0.153846
0,7,1,0,7,0.461538
0,7,2,0,10,7,0.384615
0,7,3,0,8,9,7,0.0769231
0,7,3,0,2,4,7,0.0769231
1,2,1,1,2,0.307692
1,2,2,1,10,2,0.115385
1,2,2,1,7,2,0.0769231
4,5,1,4,5,0.538462
4,5,2,4,1,5,0.230769
4,5,2,4,7,5,0.0769231
4,5,2,4,2,5,0.0769231
4,5,3,4,7,3,5,0.0769231
4,6,1,4,6,0.615385
4,6,2,4,3,6,0.230769
4,6,2,4,8,6,0.0769231
4,6,2,4,7,6,0.0769231
3,4,1,3,4,0.346154
3,4,2,3,1,4,0.0769231
3,4,2,3,5,4,0.0384615
3,4,2,3,7,4,0.0384615
3,9,1,3,9,0.384615
3,9,2,3,6,9,0.0384615
3,9,2,3,5,9,0.0769231
0,10,1,0,10,0.307692
0,10,2,0,8,10,0.0384615
0,10,2,0,2,10,0.0769231
0,10,2,0,6,10,0.0769231
10,5,1,10,5,0.615385
10,5,2,10,3,5,0.0769231
10,5,2,10,2,5,0.230769
10,5,3,10,1,7,5,0.0769231
10,6,1,10,6,0.692308
10,6,2,10,3,6,0.230769
10,6,3,10,1,3,6,0.0769231
0,6,1,0,6,0.384615
0,6,2,0,9,6,0.115385
6,8,1,6,8,0.538462
6,8,2,6,9,8,0.461538
2,9,1,2,9,0.692308
2,9,2,2,8,9,0.307692
1,9,1,1,9,0.615385
1,9,2,1,5,9,0.307692
1,9,2,1,3,9,0.0769231
3,8,1,3,8,0.461538
3,8,2,3,4,8,0.0384615
7,9,1,7,9,0.615385
7,9,2,7,5,9,0.153846
7,9,2,7,3,9,0.153846
7,9,3,7,4,8,9,0.0769231
2,3,2,2,8,3,0.0384615
2,3,2,2,1,3,0.153846
2,3,2,2,4,3,0.0769231
2,3,2,2,10,3,0.115385
2,3,2,2,7,3,0.0769231
2,3,3,2,10,1,3,0.0384615
2,6,2,2,7,6,0.384615
2,6,2,2,8,6,0.307692
2,6,3,2,4,8,6,0.153846
2,6,3,2,1,7,6,0.153846
10,8,1,10,8,0.692308
10,8,3,10,1,4,8,0.230769
10,8,2,10,3,8,0.0769231
6,7,1,6,7,0.461538
6,7,2,6,3,7,0.384615
6,7,2,6,10,7,0.0769231
6,7,2,6,4,7,0.0769231
