source,destination,length,path
0,1,1,0,1,0.262
0,1,2,0,9,1,0.002
0,1,3,0,8,3,1,0.004
0,1,2,0,2,1,0.009
0,1,2,0,7,1,0.283
0,4,2,0,7,4,0.0
0,4,2,0,2,4,0.215
0,4,2,0,8,4,0.412
0,4,2,0,6,4,0.172
0,4,3,0,2,1,4,0.0
0,4,2,0,1,4,0.0
0,4,3,0,9,5,4,0.003
0,4,3,0,8,3,4,0.006
0,4,3,0,9,7,4,0.009
0,5,2,0,9,5,0.338
0,5,2,0,10,5,0.003
0,5,2,0,2,5,0.191
0,5,3,0,9,3,5,0.002
0,5,2,0,7,5,0.134
0,5,2,0,1,5,0.001
0,5,3,0,10,2,5,0.004
0,5,3,0,10,1,5,0.008
0,5,3,0,6,4,5,0.007
0,5,3,0,2,1,5,0.008
0,7,1,0,7,0.357
0,7,2,0,6,7,0.003
0,7,2,0,10,7,0.376
0,7,2,0,1,7,0.499
0,7,2,0,9,7,0.17
0,7,2,0,2,7,0.009
1,2,1,1,2,0.439
4,5,1,4,5,0.486
4,5,2,4,3,5,0.003
4,5,2,4,1,5,0.195
4,5,2,4,7,5,0.003
4,6,1,4,6,0.482
4,6,2,4,3,6,0.293
4,6,2,4,7,6,0.004
3,4,1,3,4,0.389
3,4,2,3,7,4,0.005
3,9,1,3,9,0.291
3,9,2,3,5,9,0.003
3,9,2,3,1,9,0.003
0,10,1,0,10,0.19
0,10,2,0,6,10,0.147
0,10,2,0,2,10,0.007
10,5,1,10,5,0.681
10,5,2,10,2,5,0.007
10,5,2,10,1,5,0.242
10,5,2,10,3,5,0.243
10,5,2,10,7,5,0.004
10,6,1,10,6,0.868
0,6,1,0,6,0.305
0,6,2,0,9,6,0.004
0,6,2,0,8,6,0.009
6,8,1,6,8,0.867
6,8,2,6,9,8,0.578
6,8,2,6,3,8,0.193
6,8,2,6,4,8,0.004
2,9,1,2,9,0.86
2,9,2,2,1,9,0.386
2,9,2,2,8,9,0.318
2,9,2,2,0,9,0.002
2,9,2,2,5,9,0.385
2,9,2,2,7,9,0.004
1,9,1,1,9,0.387
1,9,2,1,3,9,0.387
1,9,3,1,4,8,9,0.005
3,8,1,3,8,0.438
7,9,1,7,9,0.675
7,9,2,7,5,9,0.288
7,9,2,7,3,9,0.146
7,9,2,7,6,9,0.144
7,9,3,7,4,8,9,0.002
2,3,2,2,10,3,0.0
2,3,2,2,1,3,0.009
2,3,2,2,7,3,0.147
2,3,2,2,4,3,0.007
2,6,2,2,8,6,0.233
2,6,2,2,7,6,0.436
2,6,3,2,10,3,6,0.292
2,6,3,2,4,7,6,0.004
2,6,3,2,1,3,6,0.005
2,6,2,2,4,6,0.245
10,8,1,10,8,0.9
10,8,2,10,0,8,0.218
10,8,3,10,1,4,8,0.338
10,8,3,10,2,4,8,0.0
10,8,2,10,3,8,0.005
10,8,3,10,7,4,8,0.146
10,8,2,10,2,8,0.324
10,8,3,10,1,3,8,0.007
6,7,1,6,7,0.581
6,7,2,6,4,7,0.194
6,7,2,6,10,7,0.001
6,7,2,6,9,7,0.0
6,7,2,6,3,7,0.389
