source,destination,demand_id,allowed_rate_c_,demand_rate,lambda,number_of_paths,average_length,shortest_path_length,number_of_reused_paths
0,1,0,0.968153,2,0.484076,10,2.4,1,7
0,4,1,1.36982,3,0.456606,25,3.08,2,22
0,5,2,1.44849,3,0.482831,37,3.27027,2,27
0,7,3,1.68873,4,0.422182,27,3,1,23
1,2,4,0.496815,1,0.496815,3,1.66667,1,3
4,5,5,0.993631,2,0.496815,5,2,1,4
4,6,6,0.993631,2,0.496815,5,2.2,1,4
3,4,7,0.496815,1,0.496815,2,1.5,1,2
3,9,8,0.484076,1,0.484076,13,2.69231,1,9
0,10,9,0.336448,1,0.336448,4,1.75,1,4
10,5,10,1.49045,3,0.496815,14,2.57143,1,13
10,6,11,0.993631,2,0.496815,17,2.94118,1,15
0,6,12,0.0508783,1,0.0508783,10,2.6,1,9
6,8,13,1.83464,4,0.45866,5,2,1,5
2,9,14,2.32152,5,0.464304,42,3.33333,1,35
1,9,15,0.993631,2,0.496815,13,2.69231,1,11
3,8,16,0.496815,1,0.496815,3,2,1,3
7,9,17,1.0489,3,0.349635,14,2.71429,1,12
2,3,18,0.496815,1,0.496815,12,2.5,2,9
2,6,19,1.36407,3,0.454688,29,3.27586,2,27
10,8,20,2.0488,5,0.40976,20,3.05,1,15
6,7,21,1.49045,3,0.496815,6,2.16667,1,6
