source,destination,demand_id,allowed_rate,demand_rate,lambda,number_of_paths,average_length,shortest_path_length,number_of_reused_paths,
0,1,0,0.833333,2,0.416667,1,1,1,1
0,4,1,1.25,3,0.416667,6,2.66667,2,3
0,5,2,1.25,3,0.416667,4,2.25,2,3
0,7,3,1.66667,4,0.416667,4,1.75,1,3
1,2,4,0.416667,1,0.416667,2,1.5,1,1
4,5,5,0.833333,2,0.416667,3,1.66667,1,1
4,6,6,0.833333,2,0.416667,2,1.5,1,1
3,4,7,0.416667,1,0.416667,1,1,1,1
3,9,8,0.416667,1,0.416667,2,1.5,1,1
0,10,9,0.416667,1,0.416667,4,1.75,1,2
10,5,10,1.25,3,0.416667,6,2,1,3
10,6,11,0.833333,2,0.416667,1,1,1,1
0,6,12,0.416667,1,0.416667,2,2,1,1
6,8,13,1.66667,4,0.416667,3,1.66667,1,3
2,9,14,2.08333,5,0.416667,4,1.75,1,4
1,9,15,0.833333,2,0.416667,4,1.75,1,1
3,8,16,0.416667,1,0.416667,1,1,1,1
7,9,17,1.25,3,0.416667,4,1.75,1,2
2,3,18,0.416667,1,0.416667,3,2,2,2
2,6,19,1.25,3,0.416667,4,2.5,2,3
10,8,20,2.08333,5,0.416667,7,2.42857,1,4
6,7,21,1.25,3,0.416667,4,2,1,3
