source,destination,demand_id,allowed_rate,demand_rate,lambda,number_of_paths,average_length,shortest_path_length,number_of_reused_paths,
0,1,0,0.993348,2,0.496674,6,2.16667,1,6
0,4,1,1.49002,3,0.496674,27,3.11111,2,21
0,5,2,1.49002,3,0.496674,33,3.18182,2,27
0,7,3,1.9867,4,0.496674,25,2.96,1,23
1,2,4,0.496674,1,0.496674,3,1.66667,1,3
4,5,5,0.993348,2,0.496674,4,1.75,1,4
4,6,6,0.993348,2,0.496674,5,2.2,1,4
3,4,7,0.496674,1,0.496674,2,1.5,1,2
3,9,8,0.496674,1,0.496674,13,2.61538,1,10
0,10,9,0.496674,1,0.496674,4,1.75,1,4
10,5,10,1.49002,3,0.496674,13,2.61538,1,10
10,6,11,0.993348,2,0.496674,21,3.14286,1,17
0,6,12,0.496674,1,0.496674,9,2.44444,1,9
6,8,13,1.9867,4,0.496674,6,2.16667,1,4
2,9,14,2.48337,5,0.496674,38,3.21053,1,32
1,9,15,0.993348,2,0.496674,9,2.44444,1,8
3,8,16,0.496674,1,0.496674,3,2,1,3
7,9,17,1.49002,3,0.496674,13,2.69231,1,10
2,3,18,0.496674,1,0.496674,10,2.6,2,8
2,6,19,1.49002,3,0.496674,32,3.40625,2,27
10,8,20,2.48337,5,0.496674,18,3,1,14
6,7,21,1.49002,3,0.496674,7,2.28571,1,6
