source,destination,demand_id,allowed_rate_c_,demand_rate,lambda,number_of_paths,average_length,shortest_path_length,number_of_reused_paths
0,1,0,0.909091,2,0.454545,3,2,1,2
0,4,1,1.36364,3,0.454545,8,2.625,2,5
0,5,2,1.36364,3,0.454545,8,2.5,2,5
0,7,3,1.67036,4,0.417589,8,2.125,1,5
1,2,4,0.454545,1,0.454545,3,1.66667,1,1
4,5,5,0.909091,2,0.454545,2,1.5,1,2
4,6,6,0.909091,2,0.454545,3,2,1,2
3,4,7,0.454545,1,0.454545,1,1,1,1
3,9,8,0.454545,1,0.454545,3,1.66667,1,1
0,10,9,0.426087,1,0.426087,4,2,1,2
10,5,10,1.36364,3,0.454545,4,1.75,1,3
10,6,11,0.909091,2,0.454545,2,1.5,1,1
0,6,12,0.454545,1,0.454545,1,1,1,1
6,8,13,1.81818,4,0.454545,4,1.75,1,3
2,9,14,2.26354,5,0.452709,5,1.8,1,4
1,9,15,0.909091,2,0.454545,5,2,1,3
3,8,16,0.454545,1,0.454545,2,2,1,1
7,9,17,1.36364,3,0.454545,4,1.75,1,4
2,3,18,0.454545,1,0.454545,5,2.2,2,3
2,6,19,1.36364,3,0.454545,8,2.625,2,4
10,8,20,2.23027,5,0.446054,7,2.28571,1,7
6,7,21,1.36364,3,0.454545,4,2,1,3
