source,destination,length,path
0,1,1,0,1,0.584
0,1,2,0,9,1,0.196
0,1,3,0,8,3,1,0.003
0,1,2,0,2,1,0.0
0,4,2,0,7,4,0.002
0,4,2,0,8,4,0.389
0,4,2,0,2,4,0.292
0,4,2,0,6,4,0.194
0,5,2,0,9,5,0.388
0,5,2,0,2,5,0.194
0,5,3,0,6,3,5,0.002
0,5,2,0,7,5,0.001
0,5,2,0,1,5,0.002
0,5,2,0,10,5,0.007
0,7,1,0,7,0.58
0,7,2,0,10,7,0.29
0,7,2,0,9,7,0.0
1,2,1,1,2,0.292
1,2,2,1,10,2,0.007
1,2,2,1,7,2,0.002
1,2,2,1,4,2,0.006
4,5,1,4,5,0.486
4,5,2,4,1,5,0.003
4,5,2,4,3,5,0.003
4,5,2,4,7,5,0.292
4,6,1,4,6,0.58
4,6,2,4,3,6,0.193
4,6,2,4,8,6,0.006
4,6,3,4,1,7,6,0.007
3,4,1,3,4,0.292
3,4,2,3,1,4,0.004
3,4,2,3,5,4,0.007
3,4,2,3,7,4,0.008
3,9,1,3,9,0.34
3,9,2,3,6,9,0.004
3,9,2,3,5,9,0.006
3,9,2,3,8,9,0.004
0,10,1,0,10,0.292
0,10,2,0,8,10,0.147
0,10,2,0,2,10,0.005
10,5,1,10,5,0.487
10,5,2,10,1,5,0.194
10,5,2,10,2,5,0.195
10,5,2,10,3,5,0.003
10,6,1,10,6,0.679
10,6,2,10,3,6,0.292
0,6,1,0,6,0.388
0,6,2,0,8,6,0.007
0,6,2,0,9,6,0.006
6,8,1,6,8,0.583
6,8,2,6,9,8,0.389
2,9,1,2,9,0.678
2,9,2,2,5,9,0.003
2,9,2,2,8,9,0.194
1,9,1,1,9,0.677
1,9,2,1,7,9,0.007
1,9,2,1,5,9,0.0
1,9,2,1,3,9,0.001
3,8,1,3,8,0.437
3,8,2,3,4,8,0.007
7,9,1,7,9,0.584
7,9,2,7,5,9,0.004
7,9,2,7,3,9,0.002
7,9,3,7,4,8,9,0.003
7,9,3,7,3,5,9,0.0
2,3,2,2,8,3,0.006
2,3,2,2,1,3,0.243
2,3,2,2,10,3,0.006
2,3,2,2,4,3,0.007
2,3,2,2,7,3,0.007
2,6,2,2,7,6,0.387
2,6,2,2,8,6,0.195
2,6,3,2,8,9,6,0.005
2,6,3,2,10,7,6,0.008
2,6,3,2,4,8,6,0.007
2,6,3,2,5,9,6,0.001
10,8,1,10,8,0.68
10,8,3,10,1,4,8,0.195
10,8,2,10,2,8,0.004
6,7,1,6,7,0.484
6,7,2,6,4,7,0.006
6,7,2,6,3,7,0.292
6,7,3,6,4,1,7,0.002
