source,destination,demand_id,allowed_rate_c_,demand_rate,lambda,number_of_paths,average_length,shortest_path_length,number_of_reused_paths
0,1,0,0.941176,2,0.470588,4,2,1,2
0,4,1,1.41176,3,0.470588,8,2.375,2,5
0,5,2,1.39531,3,0.465103,9,2.44444,2,7
0,7,3,1.70238,4,0.425595,13,2.46154,1,8
1,2,4,0.470588,1,0.470588,3,1.66667,1,1
4,5,5,0.941176,2,0.470588,4,1.75,1,3
4,6,6,0.941176,2,0.470588,3,1.66667,1,2
3,4,7,0.470588,1,0.470588,3,1.66667,1,1
3,9,8,0.470588,1,0.470588,4,1.75,1,3
0,10,9,0.378851,1,0.378851,4,1.75,1,3
10,5,10,1.41176,3,0.470588,5,1.8,1,5
10,6,11,0.941176,2,0.470588,3,1.66667,1,1
0,6,12,0.395308,1,0.395308,3,1.66667,1,3
6,8,13,1.88235,4,0.470588,4,1.75,1,3
2,9,14,2.29077,5,0.458154,9,2.44444,1,4
1,9,15,0.941176,2,0.470588,4,1.75,1,3
3,8,16,0.470588,1,0.470588,2,1.5,1,2
7,9,17,1.41176,3,0.470588,5,2,1,5
2,3,18,0.470588,1,0.470588,4,2,2,4
2,6,19,1.37608,3,0.458694,14,2.71429,2,8
10,8,20,2.20244,5,0.440489,9,2.44444,1,7
6,7,21,1.41176,3,0.470588,5,2,1,3
