source,destination,length,path
0,1,1,0,1,0.647059
0,1,2,0,9,1,0.176471
0,1,2,0,10,1,0.0588235
0,1,3,0,8,3,1,0.0588235
0,1,2,0,2,1,0.0588235
0,4,2,0,7,4,0.235294
0,4,2,0,8,4,0.352941
0,4,2,0,2,4,0.294118
0,4,2,0,6,4,0.117647
0,5,2,0,9,5,0.294118
0,5,2,0,2,5,0.294118
0,5,3,0,8,3,5,0.117647
0,5,3,0,6,3,5,0.117647
0,5,3,0,6,9,5,0.0588235
0,5,3,0,10,2,5,0.0588235
0,5,2,0,7,5,0.0588235
0,7,1,0,7,0.470588
0,7,2,0,10,7,0.176471
0,7,2,0,9,7,0.117647
0,7,3,0,10,1,7,0.0588235
0,7,2,0,1,7,0.117647
0,7,3,0,8,3,7,0.0588235
1,2,1,1,2,0.323529
1,2,2,1,10,2,0.0882353
1,2,2,1,7,2,0.0882353
4,5,1,4,5,0.529412
4,5,2,4,1,5,0.235294
4,5,2,4,7,5,0.0588235
4,5,2,4,2,5,0.0588235
4,5,2,4,3,5,0.117647
4,6,1,4,6,0.470588
4,6,2,4,3,6,0.176471
4,6,2,4,7,6,0.176471
4,6,2,4,8,6,0.117647
4,6,3,4,8,9,6,0.0588235
3,4,1,3,4,0.323529
3,4,2,3,1,4,0.147059
3,4,2,3,7,4,0.0294118
3,9,1,3,9,0.382353
3,9,2,3,5,9,0.0588235
3,9,2,3,8,9,0.0588235
0,10,1,0,10,0.352941
0,10,2,0,8,10,0.0294118
0,10,2,0,2,10,0.0882353
0,10,2,0,6,10,0.0294118
10,5,1,10,5,0.588235
10,5,2,10,3,5,0.117647
10,5,2,10,1,5,0.117647
10,5,2,10,2,5,0.117647
10,5,2,10,7,5,0.0588235
10,6,1,10,6,0.647059
10,6,2,10,7,6,0.0588235
10,6,2,10,3,6,0.235294
10,6,2,10,8,6,0.0588235
0,6,1,0,6,0.323529
0,6,2,0,9,6,0.147059
0,6,2,0,8,6,0.0294118
6,8,1,6,8,0.529412
6,8,2,6,9,8,0.352941
6,8,2,6,4,8,0.117647
2,9,1,2,9,0.647059
2,9,2,2,8,9,0.235294
2,9,2,2,1,9,0.0588235
2,9,2,2,7,9,0.0588235
1,9,1,1,9,0.588235
1,9,2,1,5,9,0.176471
1,9,3,1,4,8,9,0.0588235
1,9,2,1,7,9,0.117647
1,9,3,1,3,8,9,0.0588235
3,8,1,3,8,0.441176
3,8,3,3,1,4,8,0.0294118
3,8,2,3,4,8,0.0294118
7,9,1,7,9,0.470588
7,9,2,7,5,9,0.352941
7,9,2,7,3,9,0.176471
2,3,2,2,8,3,0.0294118
2,3,2,2,1,3,0.235294
2,3,2,2,10,3,0.0588235
2,3,2,2,7,3,0.0882353
2,3,2,2,4,3,0.0294118
2,3,3,2,10,7,3,0.0294118
2,3,3,2,10,1,3,0.0294118
2,6,2,2,7,6,0.352941
2,6,2,2,8,6,0.235294
2,6,2,2,0,6,0.0588235
2,6,3,2,4,3,6,0.0588235
2,6,3,2,10,3,6,0.0588235
2,6,2,2,4,6,0.117647
2,6,3,2,1,3,6,0.0588235
2,6,3,2,10,7,6,0.0588235
10,8,1,10,8,0.588235
10,8,2,10,0,8,0.0588235
10,8,3,10,7,4,8,0.0588235
10,8,3,10,1,4,8,0.176471
10,8,2,10,2,8,0.117647
6,7,1,6,7,0.470588
6,7,2,6,3,7,0.294118
6,7,2,6,9,7,0.0588235
6,7,2,6,10,7,0.0588235
6,7,2,6,4,7,0.117647
