source,destination,length,path
0,1,1,0,1,0.482
0,1,2,0,9,1,0.121
0,1,2,0,10,1,0.121
0,1,2,0,2,1,0.121
0,1,3,0,8,3,1,0.121
0,4,2,0,7,4,0.121
0,4,2,0,8,4,0.364
0,4,2,0,2,4,0.362
0,4,2,0,1,4,0.122
0,5,2,0,9,5,0.484
0,5,2,0,2,5,0.121
0,5,2,0,1,5,0.122
0,5,2,0,7,5,0.122
0,5,2,0,10,5,0.121
0,7,1,0,7,0.484
0,7,2,0,10,7,0.121
0,7,3,0,8,9,7,0.122
0,7,2,0,9,7,0.122
0,7,3,0,2,10,7,0.122
1,2,1,1,2,0.304
1,2,2,1,7,2,0.007
1,2,2,1,10,2,0.007
1,2,2,1,4,2,0.007
4,5,1,4,5,0.486
4,5,2,4,3,5,0.243
4,5,2,4,1,5,0.121
4,5,2,4,7,5,0.122
4,6,1,4,6,0.488
4,6,2,4,8,6,0.245
4,6,3,4,8,9,6,0.121
4,6,2,4,3,6,0.122
3,4,1,3,4,0.364
3,4,2,3,1,4,0.008
3,4,2,3,7,4,0.009
3,9,1,3,9,0.424
3,9,2,3,8,9,0.009
0,10,1,0,10,0.301
0,10,2,0,6,10,0.182
10,5,1,10,5,0.487
10,5,2,10,3,5,0.122
10,5,2,10,2,5,0.121
10,5,2,10,1,5,0.245
10,6,1,10,6,0.607
10,6,2,10,3,6,0.243
10,6,2,10,7,6,0.121
0,6,1,0,6,0.486
6,8,1,6,8,0.484
6,8,2,6,9,8,0.364
6,8,2,6,4,8,0.121
2,9,1,2,9,0.607
2,9,2,2,5,9,0.242
2,9,2,2,8,9,0.122
1,9,1,1,9,0.728
1,9,2,1,7,9,0.123
1,9,2,1,3,9,0.122
3,8,1,3,8,0.487
7,9,1,7,9,0.606
7,9,2,7,5,9,0.242
7,9,3,7,3,6,9,0.121
2,3,2,2,8,3,0.122
2,3,2,2,1,3,0.243
2,3,2,2,7,3,0.008
2,3,2,2,10,3,0.009
2,6,2,2,7,6,0.361
2,6,2,2,8,6,0.241
2,6,3,2,10,7,6,0.121
2,6,2,2,4,6,0.121
2,6,2,2,9,6,0.122
10,8,1,10,8,0.727
10,8,2,10,0,8,0.122
10,8,2,10,2,8,0.122
6,7,1,6,7,0.486
6,7,2,6,4,7,0.243
6,7,2,6,3,7,0.243
