source,destination,length,path
0,1,1,0,1,0.235
0,1,2,0,2,1,0.171
0,1,3,0,8,3,1,0.173
0,1,2,0,7,1,0.256
0,4,2,0,7,4,0.203
0,4,2,0,2,4,0.246
0,4,2,0,8,4,0.445
0,4,3,0,9,1,4,0.001
0,4,3,0,9,7,4,0.003
0,4,2,0,1,4,0.008
0,4,2,0,6,4,0.121
0,4,4,0,9,3,5,4,0.004
0,5,2,0,9,5,0.366
0,5,2,0,10,5,0.005
0,5,2,0,2,5,0.25
0,5,3,0,6,3,5,0.163
0,5,2,0,1,5,0.116
0,5,2,0,7,5,0.004
0,5,3,0,9,3,5,0.008
0,5,3,0,10,1,5,0.007
0,7,1,0,7,0.313
0,7,2,0,6,7,0.007
0,7,2,0,10,7,0.39
0,7,2,0,1,7,0.389
0,7,2,0,9,7,0.238
0,7,2,0,2,7,0.003
0,7,3,0,1,3,7,0.004
1,2,1,1,2,0.353
1,2,2,1,7,2,0.002
1,2,2,1,10,2,0.006
4,5,1,4,5,0.618
4,5,2,4,3,5,0.003
4,5,2,4,1,5,0.004
4,5,2,4,7,5,0.003
4,6,1,4,6,0.619
4,6,2,4,3,6,0.265
3,4,1,3,4,0.444
3,9,1,3,9,0.311
3,9,2,3,6,9,0.0
3,9,2,3,1,9,0.0
3,9,2,3,5,9,0.001
0,10,1,0,10,0.252
0,10,2,0,6,10,0.008
0,10,2,0,2,10,0.004
10,5,1,10,5,0.666
10,5,2,10,2,5,0.219
10,5,2,10,1,5,0.133
10,5,2,10,7,5,0.002
10,5,2,10,3,5,0.132
10,5,3,10,3,7,5,0.009
10,5,3,10,1,3,5,0.0
10,6,1,10,6,0.68
10,6,2,10,7,6,0.178
0,6,1,0,6,0.402
6,8,1,6,8,0.785
6,8,2,6,9,8,0.615
6,8,2,6,3,8,0.003
6,8,2,6,4,8,0.262
2,9,1,2,9,0.847
2,9,2,2,1,9,0.396
2,9,2,2,8,9,0.423
2,9,2,2,5,9,0.309
2,9,3,2,7,3,9,0.004
2,9,3,2,4,8,9,0.005
1,9,1,1,9,0.349
1,9,2,1,3,9,0.176
1,9,2,1,5,9,0.262
1,9,2,1,7,9,0.0
3,8,1,3,8,0.442
7,9,1,7,9,0.745
7,9,2,7,5,9,0.176
7,9,2,7,3,9,0.22
7,9,2,7,1,9,0.0
7,9,3,7,4,8,9,0.0
7,9,3,7,3,6,9,0.001
2,3,2,2,10,3,0.009
2,3,2,2,1,3,0.131
2,3,2,2,4,3,0.008
2,3,3,2,4,1,3,0.001
2,3,2,2,7,3,0.002
2,6,2,2,8,6,0.263
2,6,2,2,7,6,0.445
2,6,3,2,10,3,6,0.178
2,6,2,2,4,6,0.006
2,6,3,2,4,7,6,0.009
2,6,2,2,10,6,0.177
2,6,3,2,4,3,6,0.002
2,6,3,2,7,3,6,0.004
10,8,1,10,8,0.874
10,8,2,10,0,8,0.243
10,8,3,10,1,4,8,0.378
10,8,3,10,2,4,8,0.003
10,8,2,10,3,8,0.295
10,8,2,10,2,8,0.169
6,7,1,6,7,0.616
6,7,2,6,4,7,0.265
6,7,2,6,10,7,0.003
6,7,2,6,9,7,0.002
6,7,2,6,3,7,0.354
