source,destination,demand_id,allowed_rate_c_,demand_rate,lambda,number_of_paths,average_length,shortest_path_length,number_of_reused_paths
0,1,0,0.941176,2,0.470588,3,1.66667,1,2
0,4,1,1.41176,3,0.470588,10,2.5,2,6
0,5,2,1.41176,3,0.470588,12,2.66667,2,5
0,7,3,1.70866,4,0.427164,10,2.4,1,5
1,2,4,0.470588,1,0.470588,2,1.5,1,2
4,5,5,0.941176,2,0.470588,4,1.75,1,2
4,6,6,0.941176,2,0.470588,3,1.66667,1,3
3,4,7,0.470588,1,0.470588,2,1.5,1,2
3,9,8,0.470588,1,0.470588,6,2.16667,1,1
0,10,9,0.315575,1,0.315575,4,1.75,1,3
10,5,10,1.41176,3,0.470588,6,2,1,4
10,6,11,0.941176,2,0.470588,2,2,1,1
0,6,12,0.393082,1,0.393082,3,1.66667,1,3
6,8,13,1.88235,4,0.470588,4,1.75,1,4
2,9,14,2.29077,5,0.458154,7,2.28571,1,5
1,9,15,0.941176,2,0.470588,5,2,1,4
3,8,16,0.470588,1,0.470588,2,1.5,1,2
7,9,17,1.40549,3,0.468498,6,2,1,4
2,3,18,0.470588,1,0.470588,4,2,2,4
2,6,19,1.37901,3,0.459669,14,2.85714,2,6
10,8,20,2.21475,5,0.442949,7,2.28571,1,5
6,7,21,1.41176,3,0.470588,5,1.8,1,3
