source,destination,length,path
0,1,1,0,1,0.582
0,1,2,0,9,1,0.007
0,1,2,0,10,1,0.146
0,1,3,0,8,3,1,0.003
0,1,3,0,2,10,1,0.005
0,4,2,0,7,4,0.195
0,4,2,0,8,4,0.292
0,4,2,0,2,4,0.243
0,4,2,0,6,4,0.195
0,4,3,0,9,1,4,0.006
0,5,2,0,9,5,0.385
0,5,2,0,2,5,0.29
0,5,3,0,8,3,5,0.193
0,5,3,0,9,3,5,0.004
0,5,2,0,1,5,0.004
0,7,1,0,7,0.487
0,7,2,0,10,7,0.241
0,7,2,0,9,7,0.003
0,7,3,0,10,1,7,0.004
0,7,3,0,2,1,7,0.005
0,7,3,0,8,9,7,0.0
0,7,2,0,1,7,0.006
1,2,1,1,2,0.34
1,2,2,1,10,2,0.007
1,2,2,1,7,2,0.005
1,2,2,1,4,2,0.008
4,5,1,4,5,0.485
4,5,2,4,1,5,0.195
4,5,2,4,7,5,0.195
4,5,2,4,3,5,0.002
4,6,1,4,6,0.389
4,6,2,4,3,6,0.242
4,6,2,4,8,6,0.242
4,6,2,4,7,6,0.008
3,4,1,3,4,0.365
3,4,2,3,1,4,0.122
3,9,1,3,9,0.315
3,9,2,3,6,9,0.001
3,9,2,3,8,9,0.007
3,9,2,3,5,9,0.006
3,9,2,3,1,9,0.004
0,10,1,0,10,0.265
0,10,2,0,2,10,0.002
0,10,2,0,8,10,0.005
0,10,2,0,6,10,0.001
0,10,2,0,1,10,0.001
0,10,2,0,7,10,0.002
10,5,1,10,5,0.583
10,5,2,10,3,5,0.002
10,5,2,10,1,5,0.001
10,5,2,10,2,5,0.146
10,5,2,10,7,5,0.005
10,6,1,10,6,0.582
10,6,2,10,7,6,0.004
10,6,2,10,3,6,0.241
10,6,2,10,8,6,0.005
0,6,1,0,6,0.389
0,6,2,0,9,6,0.002
6,8,1,6,8,0.486
6,8,2,6,9,8,0.389
6,8,2,6,4,8,0.004
2,9,1,2,9,0.629
2,9,2,2,8,9,0.194
2,9,2,2,5,9,0.001
2,9,3,2,4,8,9,0.009
1,9,1,1,9,0.583
1,9,2,1,5,9,0.146
1,9,2,1,7,9,0.194
1,9,3,1,4,8,9,0.006
3,8,1,3,8,0.486
7,9,1,7,9,0.438
7,9,2,7,5,9,0.243
7,9,2,7,3,9,0.292
2,3,2,2,8,3,0.004
2,3,2,2,1,3,0.339
2,3,2,2,10,3,0.008
2,3,2,2,7,3,0.004
2,3,2,2,4,3,0.006
2,6,2,2,7,6,0.438
2,6,2,2,8,6,0.145
2,6,2,2,0,6,0.005
2,6,2,2,4,6,0.145
2,6,2,2,10,6,0.004
2,6,3,2,8,9,6,0.005
2,6,3,2,10,3,6,0.006
2,6,3,2,7,4,6,0.006
10,8,1,10,8,0.582
10,8,2,10,0,8,0.007
10,8,3,10,7,4,8,0.007
10,8,3,10,1,4,8,0.004
10,8,2,10,2,8,0.195
6,7,1,6,7,0.435
6,7,2,6,3,7,0.389
6,7,2,6,9,7,0.007
6,7,2,6,10,7,0.007
6,7,2,6,4,7,0.008
