source,destination,demand_id,allowed_rate_c_,demand_rate,lambda,number_of_paths,average_length,shortest_path_length,number_of_reused_paths
0,1,0,0.903226,2,0.451613,6,2.16667,1,4
0,4,1,1.35484,3,0.451613,7,2.42857,2,6
0,5,2,1.35484,3,0.451613,9,2.44444,2,6
0,7,3,1.69047,4,0.422618,5,1.8,1,4
1,2,4,0.451613,1,0.451613,2,1.5,1,1
4,5,5,0.903226,2,0.451613,4,1.75,1,2
4,6,6,0.903226,2,0.451613,3,1.66667,1,2
3,4,7,0.451613,1,0.451613,1,1,1,1
3,9,8,0.451613,1,0.451613,5,1.8,1,2
0,10,9,0.434459,1,0.434459,4,1.75,1,3
10,5,10,1.35484,3,0.451613,6,2.16667,1,5
10,6,11,0.903226,2,0.451613,2,1.5,1,2
0,6,12,0.451613,1,0.451613,2,1.5,1,2
6,8,13,1.80645,4,0.451613,4,1.75,1,3
2,9,14,2.24466,5,0.448932,10,2.4,1,6
1,9,15,0.903226,2,0.451613,3,1.66667,1,3
3,8,16,0.451613,1,0.451613,1,1,1,1
7,9,17,1.35484,3,0.451613,5,1.8,1,5
2,3,18,0.451613,1,0.451613,4,2.25,2,4
2,6,19,1.35484,3,0.451613,11,2.54545,2,6
10,8,20,2.2173,5,0.443461,7,2.42857,1,5
6,7,21,1.35484,3,0.451613,4,1.75,1,3
