source,destination,length,path
0,1,1,0,1,0.5
0,1,2,0,9,1,0.125
0,1,2,0,10,1,0.125
0,1,2,0,2,1,0.125
0,1,3,0,8,3,1,0.125
0,4,2,0,7,4,0.125
0,4,2,0,8,4,0.375
0,4,2,0,2,4,0.375
0,4,2,0,1,4,0.125
0,5,2,0,9,5,0.5
0,5,2,0,2,5,0.125
0,5,2,0,1,5,0.125
0,5,2,0,7,5,0.125
0,5,2,0,10,5,0.125
0,7,1,0,7,0.5
0,7,2,0,10,7,0.125
0,7,3,0,8,9,7,0.125
0,7,2,0,9,7,0.125
0,7,3,0,2,10,7,0.125
1,2,1,1,2,0.3125
1,2,2,1,7,2,0.0625
1,2,2,1,10,2,0.0625
1,2,2,1,4,2,0.0625
4,5,1,4,5,0.5
4,5,2,4,3,5,0.25
4,5,2,4,1,5,0.125
4,5,2,4,7,5,0.125
4,6,1,4,6,0.5
4,6,2,4,8,6,0.25
4,6,3,4,8,9,6,0.125
4,6,2,4,3,6,0.125
3,4,1,3,4,0.375
3,4,2,3,1,4,0.0625
3,4,2,3,7,4,0.0625
3,9,1,3,9,0.4375
3,9,2,3,8,9,0.0625
0,10,1,0,10,0.3125
0,10,2,0,6,10,0.1875
10,5,1,10,5,0.5
10,5,2,10,3,5,0.125
10,5,2,10,2,5,0.125
10,5,2,10,1,5,0.25
10,6,1,10,6,0.625
10,6,2,10,3,6,0.25
10,6,2,10,7,6,0.125
0,6,1,0,6,0.5
6,8,1,6,8,0.5
6,8,2,6,9,8,0.375
6,8,2,6,4,8,0.125
2,9,1,2,9,0.625
2,9,2,2,5,9,0.25
2,9,2,2,8,9,0.125
1,9,1,1,9,0.75
1,9,2,1,7,9,0.125
1,9,2,1,3,9,0.125
3,8,1,3,8,0.5
7,9,1,7,9,0.625
7,9,2,7,5,9,0.25
7,9,3,7,3,6,9,0.125
2,3,2,2,8,3,0.125
2,3,2,2,1,3,0.25
2,3,2,2,7,3,0.0625
2,3,2,2,10,3,0.0625
2,6,2,2,7,6,0.375
2,6,2,2,8,6,0.25
2,6,3,2,10,7,6,0.125
2,6,2,2,4,6,0.125
2,6,2,2,9,6,0.125
10,8,1,10,8,0.75
10,8,2,10,0,8,0.125
10,8,2,10,2,8,0.125
6,7,1,6,7,0.5
6,7,2,6,4,7,0.25
6,7,2,6,3,7,0.25
