source,destination,demand_id,allowed_rate_c_,demand_rate,lambda,number_of_paths,average_length,shortest_path_length,number_of_reused_paths
0,1,0,0.916667,2,0.458333,2,1.5,1,2
0,4,1,1.375,3,0.458333,7,2.42857,2,4
0,5,2,1.375,3,0.458333,8,2.375,2,6
0,7,3,1.6829,4,0.420725,11,2.54545,1,4
1,2,4,0.458333,1,0.458333,2,1.5,1,1
4,5,5,0.916667,2,0.458333,3,1.66667,1,2
4,6,6,0.916667,2,0.458333,3,1.66667,1,2
3,4,7,0.458333,1,0.458333,1,1,1,1
3,9,8,0.458333,1,0.458333,3,1.66667,1,1
0,10,9,0.458333,1,0.458333,3,1.66667,1,3
10,5,10,1.375,3,0.458333,5,1.8,1,5
10,6,11,0.916667,2,0.458333,3,1.66667,1,1
0,6,12,0.458333,1,0.458333,2,1.5,1,2
6,8,13,1.83333,4,0.458333,3,1.66667,1,3
2,9,14,2.29088,5,0.458175,6,2.16667,1,5
1,9,15,0.916667,2,0.458333,4,2.25,1,2
3,8,16,0.458333,1,0.458333,1,1,1,1
7,9,17,1.375,3,0.458333,5,2.2,1,3
2,3,18,0.458333,1,0.458333,4,2,2,2
2,6,19,1.375,3,0.458333,8,2.5,2,4
10,8,20,2.21216,5,0.442433,8,2.375,1,6
6,7,21,1.375,3,0.458333,5,2.2,1,3
