source,destination,length,path
0,1,1,0,1,0.6
0,1,2,0,9,1,0.1
0,1,2,0,10,1,0.15
0,1,3,0,8,3,1,0.1
0,1,3,0,2,10,1,0.05
0,4,2,0,7,4,0.2
0,4,2,0,8,4,0.3
0,4,2,0,2,4,0.25
0,4,2,0,6,4,0.2
0,4,3,0,9,1,4,0.05
0,5,2,0,9,5,0.4
0,5,2,0,2,5,0.3
0,5,3,0,8,3,5,0.2
0,5,3,0,9,3,5,0.05
0,5,2,0,1,5,0.05
0,7,1,0,7,0.5
0,7,2,0,10,7,0.25
0,7,2,0,9,7,0.05
0,7,3,0,10,1,7,0.05
0,7,3,0,2,1,7,0.05
0,7,3,0,8,9,7,0.05
0,7,2,0,1,7,0.05
1,2,1,1,2,0.35
1,2,2,1,10,2,0.05
1,2,2,1,7,2,0.05
1,2,2,1,4,2,0.05
4,5,1,4,5,0.5
4,5,2,4,1,5,0.2
4,5,2,4,7,5,0.2
4,5,2,4,3,5,0.1
4,6,1,4,6,0.4
4,6,2,4,3,6,0.25
4,6,2,4,8,6,0.25
4,6,2,4,7,6,0.1
3,4,1,3,4,0.375
3,4,2,3,1,4,0.125
3,9,1,3,9,0.325
3,9,2,3,6,9,0.05
3,9,2,3,8,9,0.05
3,9,2,3,5,9,0.05
3,9,2,3,1,9,0.025
0,10,1,0,10,0.275
0,10,2,0,2,10,0.075
0,10,2,0,8,10,0.05
0,10,2,0,6,10,0.05
0,10,2,0,1,10,0.025
0,10,2,0,7,10,0.025
10,5,1,10,5,0.6
10,5,2,10,3,5,0.1
10,5,2,10,1,5,0.1
10,5,2,10,2,5,0.15
10,5,2,10,7,5,0.05
10,6,1,10,6,0.6
10,6,2,10,7,6,0.1
10,6,2,10,3,6,0.25
10,6,2,10,8,6,0.05
0,6,1,0,6,0.4
0,6,2,0,9,6,0.1
6,8,1,6,8,0.5
6,8,2,6,9,8,0.4
6,8,2,6,4,8,0.1
2,9,1,2,9,0.65
2,9,2,2,8,9,0.2
2,9,2,2,5,9,0.1
2,9,3,2,4,8,9,0.05
1,9,1,1,9,0.6
1,9,2,1,5,9,0.15
1,9,2,1,7,9,0.2
1,9,3,1,4,8,9,0.05
3,8,1,3,8,0.5
7,9,1,7,9,0.45
7,9,2,7,5,9,0.25
7,9,2,7,3,9,0.3
2,3,2,2,8,3,0.025
2,3,2,2,1,3,0.35
2,3,2,2,10,3,0.05
2,3,2,2,7,3,0.025
2,3,2,2,4,3,0.05
2,6,2,2,7,6,0.45
2,6,2,2,8,6,0.15
2,6,2,2,0,6,0.05
2,6,2,2,4,6,0.15
2,6,2,2,10,6,0.05
2,6,3,2,8,9,6,0.05
2,6,3,2,10,3,6,0.05
2,6,3,2,7,4,6,0.05
10,8,1,10,8,0.6
10,8,2,10,0,8,0.05
10,8,3,10,7,4,8,0.05
10,8,3,10,1,4,8,0.1
10,8,2,10,2,8,0.2
6,7,1,6,7,0.45
6,7,2,6,3,7,0.4
6,7,2,6,9,7,0.05
6,7,2,6,10,7,0.05
6,7,2,6,4,7,0.05
