source,destination,length,path
0,1,1,0,1,0.5
0,1,2,0,9,1,0.142857
0,1,2,0,2,1,0.142857
0,1,3,0,8,3,1,0.142857
0,1,3,0,8,4,1,0.0714286
0,4,2,0,7,4,0.214286
0,4,2,0,8,4,0.285714
0,4,2,0,2,4,0.214286
0,4,3,0,10,1,4,0.0714286
0,4,2,0,6,4,0.142857
0,4,2,0,1,4,0.0714286
0,5,2,0,9,5,0.357143
0,5,2,0,2,5,0.214286
0,5,2,0,1,5,0.0714286
0,5,3,0,8,3,5,0.0714286
0,5,3,0,7,3,5,0.0714286
0,5,4,0,2,10,1,5,0.0714286
0,5,2,0,7,5,0.0714286
0,5,3,0,6,3,5,0.0714286
0,7,1,0,7,0.428571
0,7,2,0,10,7,0.357143
0,7,2,0,9,7,0.142857
0,7,2,0,1,7,0.0714286
1,2,1,1,2,0.321429
1,2,2,1,10,2,0.0714286
1,2,2,1,7,2,0.107143
4,5,1,4,5,0.5
4,5,2,4,1,5,0.0714286
4,5,2,4,7,5,0.142857
4,5,2,4,3,5,0.142857
4,5,2,4,2,5,0.142857
4,6,1,4,6,0.5
4,6,2,4,3,6,0.142857
4,6,2,4,8,6,0.285714
4,6,2,4,7,6,0.0714286
3,4,1,3,4,0.357143
3,4,2,3,1,4,0.107143
3,4,2,3,7,4,0.0357143
3,9,1,3,9,0.357143
3,9,2,3,6,9,0.0357143
3,9,2,3,5,9,0.0357143
3,9,2,3,8,9,0.0357143
3,9,2,3,1,9,0.0357143
0,10,1,0,10,0.285714
0,10,2,0,6,10,0.0714286
0,10,2,0,8,10,0.0714286
0,10,2,0,2,10,0.0714286
10,5,1,10,5,0.642857
10,5,2,10,3,5,0.0714286
10,5,2,10,2,5,0.0714286
10,5,2,10,1,5,0.142857
10,5,2,10,7,5,0.0714286
10,6,1,10,6,0.642857
10,6,2,10,3,6,0.285714
10,6,3,10,1,3,6,0.0714286
0,6,1,0,6,0.357143
0,6,2,0,9,6,0.107143
0,6,2,0,8,6,0.0357143
6,8,1,6,8,0.571429
6,8,2,6,9,8,0.357143
6,8,2,6,4,8,0.0714286
2,9,1,2,9,0.642857
2,9,2,2,8,9,0.214286
2,9,2,2,5,9,0.0714286
2,9,3,2,10,8,9,0.0714286
1,9,1,1,9,0.571429
1,9,2,1,5,9,0.142857
1,9,3,1,7,5,9,0.0714286
1,9,3,1,10,8,9,0.0714286
1,9,2,1,3,9,0.0714286
1,9,2,1,7,9,0.0714286
3,8,1,3,8,0.5
7,9,1,7,9,0.571429
7,9,2,7,5,9,0.142857
7,9,2,7,3,9,0.142857
7,9,3,7,3,5,9,0.0714286
7,9,2,7,1,9,0.0714286
2,3,2,2,8,3,0.0357143
2,3,2,2,1,3,0.142857
2,3,2,2,4,3,0.107143
2,3,2,2,5,3,0.0357143
2,3,2,2,10,3,0.142857
2,3,2,2,7,3,0.0357143
2,6,2,2,7,6,0.5
2,6,2,2,8,6,0.0714286
2,6,2,2,0,6,0.0714286
2,6,3,2,4,8,6,0.0714286
2,6,3,2,8,9,6,0.0714286
2,6,3,2,1,3,6,0.0714286
2,6,3,2,1,7,6,0.0714286
2,6,2,2,4,6,0.0714286
10,8,1,10,8,0.5
10,8,2,10,0,8,0.0714286
10,8,3,10,7,4,8,0.0714286
10,8,3,10,1,4,8,0.0714286
10,8,2,10,2,8,0.285714
6,7,1,6,7,0.5
6,7,2,6,3,7,0.285714
6,7,2,6,9,7,0.0714286
6,7,2,6,4,7,0.142857
