source,destination,length,path
0,1,1,0,1,0.636364
0,1,2,0,9,1,0.181818
0,1,2,0,10,1,0.0909091
0,1,2,0,2,1,0.0909091
0,4,2,0,7,4,0.0909091
0,4,2,0,8,4,0.454545
0,4,2,0,2,4,0.363636
0,4,2,0,6,4,0.0909091
0,5,2,0,9,5,0.363636
0,5,2,0,2,5,0.181818
0,5,2,0,1,5,0.0909091
0,5,2,0,7,5,0.0909091
0,5,3,0,8,3,5,0.0909091
0,5,2,0,10,5,0.181818
0,7,1,0,7,0.545455
0,7,2,0,10,7,0.181818
0,7,3,0,6,3,7,0.0909091
0,7,2,0,9,7,0.181818
1,2,1,1,2,0.272727
1,2,2,1,10,2,0.0909091
1,2,2,1,4,2,0.0454545
1,2,2,1,7,2,0.0909091
4,5,1,4,5,0.545455
4,5,2,4,3,5,0.181818
4,5,2,4,1,5,0.181818
4,5,2,4,7,5,0.0909091
4,6,1,4,6,0.636364
4,6,2,4,8,6,0.181818
4,6,2,4,3,6,0.0909091
4,6,2,4,7,6,0.0909091
3,4,1,3,4,0.363636
3,4,2,3,1,4,0.0909091
3,4,2,3,7,4,0.0454545
3,9,1,3,9,0.363636
3,9,2,3,6,9,0.0454545
3,9,2,3,5,9,0.0909091
0,10,1,0,10,0.272727
0,10,2,0,8,10,0.0909091
0,10,2,0,2,10,0.0909091
0,10,2,0,6,10,0.0454545
10,5,1,10,5,0.454545
10,5,2,10,3,5,0.0909091
10,5,2,10,2,5,0.181818
10,5,2,10,1,5,0.181818
10,5,2,10,7,5,0.0909091
10,6,1,10,6,0.636364
10,6,2,10,3,6,0.272727
10,6,3,10,1,3,6,0.0909091
0,6,1,0,6,0.454545
0,6,2,0,9,6,0.0454545
6,8,1,6,8,0.545455
6,8,2,6,9,8,0.363636
6,8,2,6,4,8,0.0909091
2,9,1,2,9,0.636364
2,9,2,2,5,9,0.181818
2,9,2,2,8,9,0.181818
1,9,1,1,9,0.636364
1,9,2,1,7,9,0.0909091
1,9,3,1,7,5,9,0.0909091
1,9,2,1,5,9,0.0909091
1,9,3,1,4,8,9,0.0909091
3,8,1,3,8,0.454545
3,8,3,3,1,4,8,0.0454545
7,9,1,7,9,0.545455
7,9,2,7,5,9,0.0909091
7,9,2,7,3,9,0.272727
7,9,3,7,4,8,9,0.0909091
2,3,2,2,8,3,0.0454545
2,3,2,2,1,3,0.272727
2,3,2,2,4,3,0.0909091
2,3,2,2,5,3,0.0454545
2,3,2,2,7,3,0.0454545
2,6,2,2,7,6,0.454545
2,6,2,2,8,6,0.272727
2,6,3,2,8,9,6,0.0909091
2,6,3,2,10,7,6,0.0909091
2,6,3,2,10,3,6,0.0909091
10,8,1,10,8,0.636364
10,8,2,10,0,8,0.0909091
10,8,2,10,3,8,0.0909091
10,8,3,10,1,4,8,0.0909091
10,8,2,10,2,8,0.0909091
6,7,1,6,7,0.454545
6,7,2,6,4,7,0.181818
6,7,2,6,10,7,0.0909091
6,7,2,6,3,7,0.272727
