source,destination,demand_id,allowed_rate_c_,demand_rate,lambda,number_of_paths,average_length,shortest_path_length,number_of_reused_paths
0,1,0,0.909091,2,0.454545,3,2,1,2
0,4,1,1.36364,3,0.454545,9,2.44444,2,6
0,5,2,1.36364,3,0.454545,11,2.54545,2,4
0,7,3,1.62557,4,0.406393,10,2.3,1,5
1,2,4,0.454545,1,0.454545,2,1.5,1,2
4,5,5,0.909091,2,0.454545,4,1.75,1,3
4,6,6,0.909091,2,0.454545,3,1.66667,1,2
3,4,7,0.454545,1,0.454545,1,1,1,1
3,9,8,0.454545,1,0.454545,3,1.66667,1,3
0,10,9,0.450948,1,0.450948,3,1.66667,1,3
10,5,10,1.36364,3,0.454545,6,2,1,5
10,6,11,0.909091,2,0.454545,3,1.66667,1,2
0,6,12,0.454545,1,0.454545,1,1,1,1
6,8,13,1.81818,4,0.454545,4,1.75,1,4
2,9,14,2.23607,5,0.447213,9,2.44444,1,6
1,9,15,0.909091,2,0.454545,4,1.75,1,3
3,8,16,0.454545,1,0.454545,2,1.5,1,2
7,9,17,1.36364,3,0.454545,6,2,1,6
2,3,18,0.454545,1,0.454545,8,2.375,2,4
2,6,19,1.36004,3,0.453346,12,2.66667,2,8
10,8,20,2.20852,5,0.441705,7,2.28571,1,6
6,7,21,1.36364,3,0.454545,4,1.75,1,4
