switch_id,used_rules,usage
38,2602,3.51147
37,6087,8.21457
36,3476,4.69096
35,4240,5.722
34,3423,4.61943
33,5964,8.04858
32,5753,7.76383
31,6540,8.82591
30,2619,3.53441
29,4510,6.08637
28,2490,3.36032
27,4994,6.73954
26,2151,2.90283
25,5351,7.22132
24,3075,4.1498
23,4153,5.60459
22,2218,2.99325
21,6795,9.17004
20,6168,8.32389
19,3212,4.33468
18,2782,3.75439
17,4640,6.26181
16,5978,8.06748
15,6575,8.87314
14,6506,8.78003
13,6108,8.24291
12,7619,10.2821
11,6074,8.19703
10,6206,8.37517
9,6680,9.01484
8,2785,3.75843
7,6141,8.28745
6,7384,9.96491
5,6707,9.05128
4,7275,9.81781
3,4284,5.78138
2,3357,4.53036
1,2297,3.09987
0,3614,4.87719
