switch_id,used_rules,usage
38,2380,3.21188
37,5181,6.9919
36,3106,4.19163
35,3993,5.38866
34,2566,3.46289
33,6733,9.08637
32,6154,8.30499
31,9095,12.274
30,3379,4.56005
29,4919,6.63833
28,2523,3.40486
27,5941,8.01754
26,2241,3.02429
25,5830,7.86775
24,3372,4.55061
23,4915,6.63293
22,2230,3.00945
21,7980,10.7692
20,7024,9.47908
19,3806,5.1363
18,2673,3.60729
17,4570,6.16734
16,6054,8.17004
15,7640,10.3104
14,7366,9.94062
13,6534,8.81781
12,8163,11.0162
11,8249,11.1323
10,7583,10.2335
9,7615,10.2767
8,4286,5.78408
7,6065,8.18489
6,11565,15.6073
5,5745,7.75304
4,9999,13.4939
3,3509,4.73549
2,2558,3.45209
1,2091,2.82186
0,3207,4.32794
