switch_id,used_rules,usage
38,1193,1.60999
37,2696,3.63833
36,1451,1.95816
35,1725,2.32794
34,1256,1.69501
33,2675,3.60999
32,2611,3.52362
31,3072,4.14575
30,960,1.29555
29,2013,2.7166
28,1101,1.48583
27,2128,2.87179
26,1081,1.45884
25,2314,3.12281
24,1197,1.61538
23,1988,2.68286
22,951,1.2834
21,3058,4.12686
20,2645,3.5695
19,1313,1.77193
18,1388,1.87314
17,2126,2.8691
16,2750,3.7112
15,3072,4.14575
14,2941,3.96896
13,2983,4.02564
12,3692,4.98246
11,2947,3.97706
10,2762,3.7274
9,3079,4.1552
8,1135,1.53171
7,2717,3.66667
6,3460,4.66937
5,3003,4.05263
4,3530,4.76383
3,1844,2.48853
2,1312,1.77058
1,1042,1.40621
0,1415,1.90958
