switch_id,used_rules,usage
38,912,1.23077
37,1989,2.68421
36,1070,1.44399
35,1475,1.99055
34,871,1.17544
33,2493,3.36437
32,2258,3.04723
31,3441,4.64372
30,904,1.21997
29,1778,2.39946
28,928,1.25236
27,2084,2.81242
26,844,1.139
25,2020,2.72605
24,1137,1.53441
23,1442,1.94602
22,768,1.03644
21,2623,3.53981
20,2355,3.17814
19,1276,1.722
18,994,1.34143
17,1724,2.32659
16,2457,3.31579
15,2838,3.82996
14,2726,3.67881
13,2490,3.36032
12,3237,4.36842
11,3110,4.19703
10,2648,3.57355
9,2796,3.77328
8,1498,2.02159
7,2083,2.81107
6,4232,5.7112
5,2311,3.11876
4,3778,5.09852
3,1314,1.77328
2,894,1.20648
1,776,1.04723
0,1103,1.48853
