switch_id,used_rules,usage
38,1077,1.45344
37,2391,3.22672
36,1314,1.77328
35,1787,2.41161
34,1068,1.4413
33,2967,4.00405
32,2717,3.66667
31,4085,5.51282
30,1147,1.54791
29,2158,2.91228
28,1141,1.53981
27,2576,3.47638
26,1005,1.35628
25,2473,3.33738
24,1433,1.93387
23,1769,2.38731
22,934,1.26046
21,3233,4.36302
20,2889,3.89879
19,1605,2.16599
18,1176,1.58704
17,2073,2.79757
16,2897,3.90958
15,3440,4.64238
14,3328,4.49123
13,2990,4.03509
12,3869,5.22132
11,3733,5.03779
10,3264,4.40486
9,3365,4.54116
8,1846,2.49123
7,2570,3.46829
6,5109,6.89474
5,2782,3.75439
4,4523,6.10391
3,1572,2.12146
2,1087,1.46694
1,936,1.26316
0,1337,1.80432
