source,destination,length,path
16,6,2,16,31,6,1.48664
16,6,2,16,31,6,2.09482
16,6,2,16,31,6,2.02724
16,6,2,16,31,6,2.29754
2,21,6,2,36,4,11,6,31,21,0.0327348
2,21,6,2,36,3,37,5,7,21,0.0327348
2,21,6,2,36,4,11,6,7,21,0.0654696
2,21,6,2,36,3,37,5,7,21,0.0654696
2,21,6,2,36,4,11,6,7,21,0.0654696
2,21,6,2,36,3,37,5,7,21,0.0327348
2,21,6,2,36,4,11,6,7,21,0.0327348
2,21,6,2,36,4,11,6,7,21,0.0982045
2,21,6,2,35,4,11,6,7,21,0.0982045
2,21,6,2,36,4,11,6,7,21,0.0654696
2,21,6,2,36,3,37,5,7,21,0.0327348
2,21,6,2,35,4,11,6,7,21,0.0654696
2,21,6,2,36,4,11,6,7,21,0.0327348
2,21,6,2,36,3,37,5,7,21,0.0327348
2,21,6,2,36,3,37,5,7,21,0.0327348
2,21,6,2,35,4,11,6,7,21,0.0327348
2,21,6,2,36,3,37,5,7,21,0.0327348
2,21,6,2,35,4,11,6,7,21,0.0654696
2,21,6,2,35,4,11,6,7,21,0.0982045
2,21,6,2,35,4,11,6,7,21,0.0654696
2,21,6,2,35,4,11,6,7,21,0.0327348
2,21,6,2,36,4,11,6,7,21,0.0327348
2,21,6,2,36,4,11,6,7,21,0.0327348
2,21,6,2,36,4,11,6,7,21,0.0327348
2,21,6,2,36,4,11,6,7,21,0.0654696
2,21,6,2,35,4,11,6,7,21,0.0327348
2,21,6,2,36,4,11,6,7,21,0.0654696
2,21,6,2,36,4,11,6,7,21,0.0982045
2,21,6,2,36,4,11,6,7,21,0.0327348
2,21,6,2,35,4,11,6,7,21,0.0327348
2,21,6,2,36,4,11,6,7,21,0.0327348
2,21,6,2,36,4,11,6,7,21,0.0654696
2,21,6,2,36,4,11,6,31,21,0.0327348
2,21,6,2,36,4,11,6,7,21,0.0327348
2,21,6,2,36,4,11,6,31,21,0.0327348
2,21,6,2,35,4,11,6,7,21,0.0327348
2,21,6,2,35,4,11,6,7,21,0.0327348
2,21,6,2,35,4,11,6,7,21,0.0654696
2,21,6,2,36,4,11,6,7,21,0.0327348
2,21,6,2,35,4,11,6,7,21,0.0327348
2,21,6,2,36,4,11,6,7,21,0.0654696
2,21,6,2,36,4,11,6,7,21,0.0327348
2,21,6,2,36,3,37,5,7,21,0.0327348
2,21,6,2,36,3,37,5,7,21,0.0327348
2,21,6,2,36,4,11,6,7,21,0.0327348
2,21,6,2,35,4,11,6,31,21,0.0327348
2,21,6,2,35,4,11,6,7,21,0.0327348
2,21,6,2,36,4,11,6,7,21,0.0327348
2,21,6,2,36,3,37,5,7,21,0.0327348
2,21,6,2,36,4,11,6,31,21,0.0327348
2,21,6,2,36,4,11,6,7,21,0.0327348
2,21,6,2,36,3,37,5,7,21,0.0327348
2,21,6,2,36,4,11,6,7,21,0.0327348
2,21,6,2,36,4,11,6,7,21,0.0654696
2,21,6,2,36,4,11,6,7,21,0.0327348
2,21,6,2,36,3,37,5,7,21,0.0327348
2,21,6,2,36,4,11,6,7,21,0.0327348
2,21,6,2,36,4,11,6,31,21,0.0327348
2,21,6,2,36,4,11,6,7,21,0.0327348
2,21,6,2,35,4,11,6,7,21,0.0654696
2,21,6,2,36,4,11,6,31,21,0.0327348
2,21,6,2,36,4,11,6,31,21,0.0327348
