switch_id,used_rules,usage
38,1752,2.36437
37,3823,5.15924
36,2196,2.96356
35,2867,3.8691
34,1782,2.40486
33,4846,6.53981
32,4436,5.9865
31,6615,8.92713
30,2176,2.93657
29,3522,4.75304
28,1838,2.48043
27,4291,5.79082
26,1582,2.13495
25,4109,5.54521
24,2372,3.20108
23,3273,4.417
22,1575,2.12551
21,5551,7.49123
20,4894,6.60459
19,2693,3.63428
18,1851,2.49798
17,3359,4.53306
16,4504,6.07827
15,5545,7.48313
14,5429,7.32659
13,4740,6.39676
12,6049,8.16329
11,6010,8.11066
10,5460,7.36842
9,5522,7.45209
8,3129,4.22267
7,4335,5.8502
6,8422,11.3657
5,4353,5.87449
4,7299,9.8502
3,2529,3.41296
2,1820,2.45614
1,1517,2.04723
0,2233,3.0135
