switch_id,used_rules,usage
38,1772,2.39136
37,3973,5.36167
36,2178,2.93927
35,2646,3.57085
34,2053,2.77058
33,3870,5.22267
32,3797,5.12416
31,4370,5.89744
30,1560,2.10526
29,2962,3.9973
28,1588,2.14305
27,3234,4.36437
26,1518,2.04858
25,3419,4.61404
24,1933,2.60864
23,2788,3.76248
22,1428,1.92713
21,4485,6.05263
20,3930,5.30364
19,2021,2.7274
18,1958,2.64238
17,3090,4.17004
16,3942,5.31984
15,4409,5.95007
14,4331,5.8448
13,4173,5.63158
12,5228,7.05533
11,4137,5.583
10,4051,5.46694
9,4430,5.97841
8,1742,2.35088
7,4008,5.40891
6,4931,6.65452
5,4447,6.00135
4,4924,6.64507
3,2706,3.65182
2,2060,2.78003
1,1562,2.10796
0,2206,2.97706
