switch_id,used_rules,usage
38,1284,1.73279
37,2856,3.85425
36,1671,2.25506
35,2146,2.89609
34,1329,1.79352
33,3584,4.83671
32,3298,4.45074
31,4981,6.722
30,1452,1.95951
29,2620,3.53576
28,1379,1.861
27,3173,4.28205
26,1180,1.59244
25,3011,4.06343
24,1725,2.32794
23,2261,3.05128
22,1158,1.56275
21,3976,5.36572
20,3540,4.77733
19,1995,2.69231
18,1391,1.87719
17,2518,3.39811
16,3471,4.68421
15,4191,5.65587
14,4087,5.51552
13,3586,4.83941
12,4661,6.29015
11,4521,6.10121
10,4027,5.43455
9,4081,5.50742
8,2293,3.09447
7,3142,4.24022
6,6254,8.43995
5,3288,4.43725
4,5480,7.39541
3,1913,2.58165
2,1358,1.83266
1,1130,1.52497
0,1648,2.22402
