switch_id,used_rules,usage
38,786,1.06073
37,1792,2.41835
36,945,1.2753
35,1132,1.52767
34,769,1.03779
33,1818,2.45344
32,1798,2.42645
31,2163,2.91903
30,684,0.923077
29,1365,1.84211
28,771,1.04049
27,1436,1.93792
26,760,1.02564
25,1555,2.09852
24,838,1.1309
23,1336,1.80297
22,652,0.879892
21,2063,2.78408
20,1791,2.417
19,859,1.15924
18,1010,1.36302
17,1493,2.01484
16,1918,2.58839
15,2105,2.84076
14,2025,2.73279
13,2085,2.81377
12,2606,3.51687
11,2070,2.79352
10,1836,2.47773
9,2135,2.88124
8,729,0.983806
7,1828,2.46694
6,2419,3.26451
5,2021,2.7274
4,2524,3.40621
3,1228,1.65722
2,800,1.07962
1,681,0.919028
0,880,1.18758
