switch_id,used_rules,usage
38,25666,34.637
37,77870,105.088
36,50217,67.7692
35,52153,70.3819
34,33714,45.498
33,81927,110.563
32,71391,96.3441
31,109624,147.941
30,73795,99.5884
29,81085,109.426
28,33028,44.5722
27,89239,120.43
26,51414,69.3846
25,103829,140.12
24,55655,75.108
23,87569,118.177
22,62872,84.8475
21,127517,172.088
20,124178,167.582
19,69941,94.3873
18,93097,125.637
17,84904,114.58
16,66241,89.3941
15,101429,136.881
14,75125,101.383
13,94342,127.317
12,76556,103.314
11,102956,138.942
10,108870,146.923
9,90445,122.058
8,52595,70.9784
7,97791,131.972
6,158716,214.192
5,92842,125.293
4,128682,173.66
3,66300,89.4737
2,36600,49.3927
1,28866,38.9555
0,39529,53.3455
