switch_id,used_rules,usage
38,5314,7.17139
37,11654,15.7274
36,7160,9.66262
35,9006,12.1538
34,6000,8.09717
33,15045,20.3036
32,13797,18.6194
31,20235,27.3077
30,10276,13.8677
29,11980,16.1673
28,5864,7.91363
27,13988,18.8772
26,6176,8.33468
25,15137,20.4278
24,8676,11.7085
23,13339,18.0013
22,6732,9.08502
21,20056,27.0661
20,18431,24.8731
19,9342,12.6073
18,8592,11.5951
17,11623,15.6856
16,13375,18.0499
15,17198,23.2092
14,16373,22.0958
13,15173,20.4764
12,17427,23.5182
11,18861,25.4534
10,17738,23.9379
9,17077,23.0459
8,9609,12.9676
7,15022,20.2726
6,26580,35.8704
5,12569,16.9622
4,22087,29.807
3,7874,10.6262
2,6091,8.21997
1,4827,6.51417
0,7358,9.92982
