switch_id,used_rules,usage
38,16481,22.2416
37,49205,66.4035
36,23884,32.2321
35,29524,39.8435
34,22948,30.969
33,47024,63.4602
32,43902,59.247
31,53857,72.6815
30,31043,41.8934
29,48896,65.9865
28,17554,23.6896
27,54907,74.0985
26,27186,36.6883
25,53654,72.4076
24,28909,39.0135
23,36249,48.919
22,37910,51.1606
21,57612,77.749
20,62915,84.9055
19,41226,55.6356
18,55099,74.3576
17,52833,71.2996
16,43674,58.9393
15,60495,81.6397
14,51125,68.9946
13,57324,77.3603
12,53454,72.1377
11,44543,60.112
10,58282,78.6532
9,54050,72.942
8,26931,36.3441
7,51872,70.0027
6,67034,90.4642
5,52134,70.3563
4,61142,82.5128
3,36919,49.8232
2,23829,32.1579
1,17564,23.7031
0,26884,36.2807
