switch_id,used_rules,usage
38,547,0.738192
37,1190,1.60594
36,643,0.867746
35,763,1.02969
34,492,0.663968
33,1295,1.74764
32,1270,1.7139
31,1543,2.08232
30,496,0.669366
29,948,1.27935
28,546,0.736842
27,990,1.33603
26,541,0.730094
25,1099,1.48313
24,585,0.789474
23,918,1.23887
22,449,0.605938
21,1411,1.90418
20,1264,1.7058
19,576,0.777328
18,737,0.994602
17,1042,1.40621
16,1352,1.82456
15,1482,2
14,1402,1.89204
13,1486,2.0054
12,1840,2.48313
11,1479,1.99595
10,1276,1.722
9,1495,2.01754
8,487,0.65722
7,1230,1.65992
6,1693,2.28475
5,1326,1.78947
4,1853,2.50067
3,865,1.16734
2,519,0.700405
1,472,0.636977
0,580,0.782726
