@pair(source-destination-demand)
0,1,5981.0
0,2,816.0
0,3,563.0
0,4,431.0
0,5,1592.0
0,6,444.0
0,7,576.0
0,8,491.0
0,9,563.0
0,10,252.0
0,11,695.0
0,12,324.0
0,13,1556.0
0,14,695.0
1,0,7132.0
1,2,2644.0
1,3,2239.0
1,4,755.0
1,5,6102.0
1,6,1832.0
1,7,4930.0
1,8,253.0
1,9,1952.0
1,10,755.0
1,11,1090.0
1,12,563.0
1,13,419.0
1,14,1855.0
2,0,977.0
2,1,3151.0
2,3,312.0
2,4,240.0
2,5,252.0
2,6,38.0
2,7,1149.0
2,8,85.0
2,9,97.0
2,10,97.0
2,11,145.0
2,12,85.0
2,13,37.0
2,14,431.0
3,0,678.0
3,1,2675.0
3,2,370.0
3,4,982.0
3,5,922.0
3,6,72.0
3,7,158.0
3,8,72.0
3,9,240.0
3,10,145.0
3,11,145.0
3,12,1521.0
3,13,157.0
3,14,192.0
4,0,512.0
4,1,905.0
4,2,286.0
4,3,1177.0
4,5,98.0
4,6,37.0
4,7,120.0
4,8,61.0
4,9,61.0
4,10,37.0
4,11,86.0
4,12,85.0
4,13,38.0
4,14,86.0
5,0,1903.0
5,1,7275.0
5,2,298.0
5,3,1106.0
5,4,121.0
5,6,97.0
5,7,874.0
5,8,86.0
5,9,575.0
5,10,181.0
5,11,132.0
5,12,158.0
5,13,240.0
5,14,264.0
6,0,536.0
6,1,2189.0
6,2,49.0
6,3,84.0
6,4,48.0
6,5,120.0
6,7,61.0
6,8,265.0
6,9,193.0
6,10,97.0
6,11,60.0
6,12,61.0
6,13,73.0
6,14,192.0
7,0,691.0
7,1,5884.0
7,2,1368.0
7,3,192.0
7,4,143.0
7,5,1047.0
7,6,73.0
7,8,204.0
7,9,181.0
7,10,97.0
7,11,145.0
7,12,157.0
7,13,241.0
7,14,516.0
8,0,584.0
8,1,299.0
8,2,108.0
8,3,84.0
8,4,73.0
8,5,108.0
8,6,322.0
8,7,250.0
8,9,204.0
8,10,73.0
8,11,276.0
8,12,61.0
8,13,120.0
8,14,252.0
9,0,678.0
9,1,2331.0
9,2,120.0
9,3,286.0
9,4,73.0
9,5,690.0
9,6,228.0
9,7,215.0
9,8,250.0
9,10,419.0
9,11,1209.0
9,12,910.0
9,13,1137.0
9,14,670.0
10,0,298.0
10,1,905.0
10,2,120.0
10,3,180.0
10,4,49.0
10,5,215.0
10,6,120.0
10,7,120.0
10,8,84.0
10,9,500.0
10,11,240.0
10,12,612.0
10,13,384.0
10,14,157.0
11,0,833.0
11,1,1298.0
11,2,180.0
11,3,179.0
11,4,108.0
11,5,156.0
11,6,72.0
11,7,179.0
11,8,334.0
11,9,1439.0
11,10,286.0
11,12,97.0
11,13,97.0
11,14,934.0
12,0,393.0
12,1,678.0
12,2,107.0
12,3,1819.0
12,4,107.0
12,5,192.0
12,6,72.0
12,7,191.0
12,8,72.0
12,9,1082.0
12,10,727.0
12,11,121.0
12,13,313.0
12,14,193.0
13,0,1855.0
13,1,500.0
13,2,48.0
13,3,191.0
13,4,49.0
13,5,286.0
13,6,85.0
13,7,287.0
13,8,143.0
13,9,1355.0
13,10,464.0
13,11,120.0
13,12,370.0
13,14,97.0
14,0,833.0
14,1,2212.0
14,2,512.0
14,3,227.0
14,4,108.0
14,5,321.0
14,6,227.0
14,7,619.0
14,8,299.0
14,9,797.0
14,10,191.0
14,11,1118.0
14,12,228.0
14,13,120.0
