@pair(source-destination-demand)
17,2,48.0
16,6,76.0
3,9,16.0
2,21,36.0
25,23,912.0
12,2,680.0
9,23,36.0
15,6,64.0
14,5,44.0
17,4,40.0
1,0,240.0
18,11,80.0
4,18,64.0
2,24,56.0
1,18,220.0
24,21,116.0
12,24,96.0
1,4,80.0
15,9,44.0
13,10,64.0
12,3,28.0
15,20,52.0
12,9,180.0
5,8,36.0
13,15,140.0
11,7,44.0
16,9,44.0
7,6,492.0
13,18,144.0
19,13,60.0
23,7,220.0
19,3,12.0
2,23,40.0
5,20,40.0
16,7,76.0
19,8,24.0
14,22,84.0
6,14,56.0
8,18,68.0
4,6,388.0
13,19,60.0
14,0,36.0
14,7,60.0
5,23,40.0
24,6,72.0
14,9,52.0
24,8,40.0
8,9,28.0
1,15,56.0
19,4,16.0
12,23,212.0
22,24,80.0
7,0,44.0
0,21,28.0
11,8,60.0
20,21,48.0
4,17,40.0
10,23,44.0
6,24,72.0
15,23,56.0
10,6,100.0
6,11,64.0
10,8,204.0
25,4,28.0
24,14,72.0
16,15,120.0
19,9,32.0
11,20,28.0
25,12,708.0
4,25,28.0
18,12,844.0
23,6,1028.0
22,14,84.0
21,16,76.0
2,20,40.0
21,8,80.0
9,21,28.0
11,23,28.0
9,13,56.0
19,16,52.0
2,7,56.0
14,24,72.0
16,2,44.0
3,19,12.0
20,3,16.0
7,12,100.0
4,2,184.0
20,8,32.0
20,22,72.0
2,1,1128.0
9,1,56.0
24,0,44.0
8,23,36.0
8,5,36.0
3,11,64.0
4,9,28.0
10,15,196.0
1,22,76.0
8,25,52.0
16,12,120.0
13,6,64.0
9,7,44.0
11,15,28.0
24,5,56.0
22,16,64.0
7,25,80.0
1,7,148.0
5,4,32.0
3,2,56.0
20,12,108.0
2,22,44.0
21,11,28.0
20,10,44.0
2,12,680.0
23,0,32.0
15,10,196.0
10,22,44.0
12,0,56.0
12,20,108.0
9,19,32.0
5,21,40.0
8,13,44.0
21,3,16.0
10,0,32.0
0,13,40.0
12,22,96.0
23,19,48.0
25,11,40.0
19,0,28.0
7,11,44.0
4,14,32.0
9,3,16.0
5,1,104.0
9,10,84.0
5,15,36.0
21,18,80.0
14,6,56.0
11,4,196.0
15,22,48.0
17,19,96.0
4,7,32.0
12,15,140.0
6,10,100.0
12,1,180.0
2,13,48.0
9,6,40.0
9,4,28.0
7,18,124.0
4,19,16.0
5,22,40.0
1,2,1128.0
10,25,72.0
25,8,52.0
6,9,40.0
23,14,64.0
3,7,60.0
6,0,40.0
22,18,672.0
7,9,44.0
19,18,372.0
19,12,76.0
9,17,52.0
18,9,76.0
17,3,20.0
18,20,148.0
20,15,52.0
2,8,52.0
0,16,36.0
0,24,44.0
10,12,768.0
22,25,140.0
1,10,60.0
22,15,48.0
20,0,32.0
17,10,52.0
24,18,284.0
11,22,32.0
6,1,1000.0
19,1,52.0
8,6,224.0
16,24,84.0
17,13,196.0
3,6,180.0
3,8,12.0
1,11,160.0
22,19,216.0
3,13,20.0
22,10,44.0
5,3,52.0
13,3,20.0
8,14,36.0
1,3,392.0
21,9,28.0
0,17,40.0
20,17,92.0
23,10,44.0
6,2,552.0
15,12,140.0
0,22,60.0
9,24,44.0
10,3,24.0
25,20,448.0
23,11,28.0
13,2,48.0
25,9,56.0
10,24,52.0
2,11,88.0
25,0,60.0
17,25,236.0
11,24,36.0
23,4,20.0
22,5,40.0
20,25,448.0
20,14,72.0
13,16,136.0
0,25,60.0
7,17,64.0
10,20,44.0
9,14,52.0
12,17,356.0
5,16,44.0
18,17,516.0
17,16,84.0
13,20,88.0
1,24,124.0
15,24,56.0
10,1,60.0
17,0,40.0
21,23,232.0
12,18,844.0
17,12,356.0
20,13,88.0
4,12,72.0
7,2,56.0
14,20,72.0
3,5,52.0
21,25,60.0
3,25,24.0
10,18,80.0
2,19,36.0
5,24,56.0
21,1,56.0
18,10,80.0
15,17,64.0
13,23,96.0
19,24,60.0
14,3,20.0
7,21,320.0
8,11,60.0
22,23,60.0
3,4,140.0
12,11,120.0
16,22,64.0
16,10,60.0
14,21,44.0
21,13,52.0
3,18,32.0
20,18,148.0
10,21,40.0
23,12,212.0
1,6,1000.0
9,16,44.0
3,14,20.0
21,6,84.0
0,9,52.0
8,21,80.0
19,14,68.0
14,4,32.0
13,0,40.0
18,22,672.0
16,0,36.0
5,13,48.0
17,8,36.0
3,21,16.0
6,18,116.0
13,14,120.0
11,16,36.0
20,4,20.0
22,2,44.0
0,15,28.0
23,25,912.0
20,16,96.0
0,1,240.0
1,13,72.0
0,4,468.0
21,4,20.0
15,21,40.0
8,2,52.0
24,13,80.0
7,14,60.0
1,20,60.0
16,1,72.0
8,12,60.0
0,12,56.0
23,2,40.0
11,5,44.0
11,13,36.0
