source,destination,demand_id,allowed_rate_c_,demand_rate,lambda,number_of_paths,average_length,shortest_path_length
8,1,0,60.7163,384,0.158115,10,2.6,1
2,3,1,35.7058,215,0.166073,3,1.66667,1
6,7,2,35.2076,212,0.166073,5,1.8,1
9,2,3,32.5974,197,0.165469,3,2.33333,1
8,10,4,25.807,160,0.161294,1,1,1
1,7,5,26.5718,160,0.166073,3,1.66667,1
1,4,6,23.9146,144,0.166073,4,2.25,1
0,6,7,22.9181,138,0.166073,3,2,1
2,4,8,20.5931,124,0.166073,2,1.5,1
5,7,9,19.0985,115,0.166073,1,1,1
0,9,10,19.0985,115,0.166073,2,1.5,1
9,10,11,58.7386,364,0.16137,4,1.75,1
4,7,12,17.9359,108,0.166073,1,1,1
3,4,13,17.4377,105,0.166073,2,1.5,1
8,7,14,16.6073,100,0.166073,2,1.5,1
10,2,15,16.4413,99,0.166073,2,2,1
4,5,16,15.777,95,0.166073,2,1.5,1
1,2,17,43.6997,278,0.157193,6,2.5,1
10,1,18,44.1755,266,0.166073,6,2.16667,1
8,9,19,40.9137,263,0.155566,5,2.2,1
0,8,20,42.1554,258,0.163393,4,1.75,1
8,6,21,31.9954,247,0.129536,5,2,1
1,5,22,35.7223,237,0.150727,8,2.25,1
1,3,23,32.4167,237,0.136779,6,3,1
