switch_id,used_rules,usage
53,661,1.061
52,0,0
51,2190,3.51525
50,505,0.810594
49,784,1.25843
48,650,1.04334
47,26,0.0417335
46,547,0.87801
45,157,0.252006
44,381,0.611557
43,492,0.789727
42,348,0.558587
41,660,1.05939
40,868,1.39326
39,1147,1.84109
38,0,0
37,731,1.17335
36,449,0.720706
35,1063,1.70626
34,391,0.627608
33,693,1.11236
32,583,0.935795
31,505,0.810594
30,0,0
29,743,1.19262
28,189,0.303371
27,368,0.59069
26,994,1.59551
25,2281,3.66132
24,490,0.786517
23,182,0.292135
22,1428,2.29213
21,953,1.5297
20,1505,2.41573
19,426,0.683788
18,418,0.670947
17,339,0.544141
16,650,1.04334
15,663,1.06421
14,0,0
13,821,1.31782
12,622,0.998395
11,320,0.513644
10,444,0.712681
9,944,1.51525
8,33,0.0529695
7,1127,1.80899
6,339,0.544141
5,326,0.523274
4,248,0.398074
3,545,0.874799
2,511,0.820225
1,451,0.723917
0,108,0.173355
