switch_id,used_rules,usage
53,485,0.778491
52,0,0
51,1630,2.61637
50,365,0.585875
49,651,1.04494
48,394,0.632424
47,19,0.0304976
46,490,0.786517
45,124,0.199037
44,324,0.520064
43,362,0.581059
42,247,0.396469
41,468,0.751204
40,655,1.05136
39,911,1.46228
38,0,0
37,530,0.850722
36,302,0.484751
35,718,1.15249
34,293,0.470305
33,428,0.686998
32,437,0.701445
31,450,0.722311
30,0,0
29,558,0.895666
28,111,0.17817
27,304,0.487961
26,817,1.3114
25,1612,2.58748
24,324,0.520064
23,103,0.165329
22,1124,1.80417
21,712,1.14286
20,1037,1.66453
19,337,0.540931
18,245,0.393258
17,176,0.282504
16,394,0.632424
15,530,0.850722
14,0,0
13,656,1.05297
12,382,0.613162
11,249,0.399679
10,363,0.582665
9,607,0.974318
8,31,0.0497592
7,865,1.38844
6,176,0.282504
5,269,0.431782
4,125,0.200642
3,450,0.722311
2,421,0.675762
1,342,0.548957
0,90,0.144462
