switch_id,used_rules,usage
53,2283,3.66453
52,0,0
51,6221,9.98555
50,1370,2.19904
49,2002,3.21348
48,2462,3.95185
47,36,0.0577849
46,955,1.53291
45,514,0.82504
44,949,1.52327
43,1540,2.47191
42,1008,1.61798
41,2807,4.50562
40,3155,5.06421
39,3745,6.01124
38,0,0
37,2842,4.5618
36,1983,3.18299
35,3335,5.35313
34,1746,2.80257
33,2527,4.05618
32,1702,2.73194
31,1792,2.8764
30,0,0
29,1818,2.91814
28,649,1.04173
27,1214,1.94864
26,3226,5.17817
25,6631,10.6437
24,1598,2.56501
23,679,1.08989
22,4861,7.80257
21,2684,4.30819
20,4917,7.89246
19,1165,1.86998
18,1876,3.01124
17,1205,1.93419
16,2462,3.95185
15,1650,2.64848
14,0,0
13,2312,3.71108
12,2182,3.50241
11,853,1.36918
10,1839,2.95185
9,3690,5.92295
8,130,0.208668
7,3853,6.18459
6,1205,1.93419
5,1113,1.78652
4,956,1.53451
3,1615,2.5923
2,1257,2.01766
1,1309,2.10112
0,441,0.707865
