switch_id,used_rules,usage
53,765,1.22793
52,0,0
51,2439,3.91493
50,559,0.897271
49,864,1.38684
48,795,1.27608
47,25,0.0401284
46,576,0.924559
45,167,0.268058
44,409,0.656501
43,533,0.855538
42,396,0.635634
41,834,1.33868
40,996,1.59872
39,1346,2.16051
38,0,0
37,895,1.4366
36,530,0.850722
35,1247,2.00161
34,442,0.70947
33,842,1.35152
32,680,1.09149
31,558,0.895666
30,0,0
29,811,1.30177
28,215,0.345104
27,414,0.664526
26,1115,1.78973
25,2572,4.12841
24,584,0.9374
23,210,0.337079
22,1607,2.57945
21,1029,1.65169
20,1737,2.78812
19,479,0.76886
18,516,0.82825
17,381,0.611557
16,795,1.27608
15,759,1.2183
14,0,0
13,932,1.49599
12,751,1.20546
11,364,0.58427
10,503,0.807384
9,1150,1.84591
8,39,0.0626003
7,1323,2.1236
6,381,0.611557
5,373,0.598716
4,313,0.502408
3,620,0.995185
2,537,0.861958
1,486,0.780096
0,116,0.186196
