switch_id,used_rules,usage
53,234,0.375602
52,0,0
51,846,1.35795
50,182,0.292135
49,388,0.622793
48,58,0.0930979
47,10,0.0160514
46,307,0.492777
45,44,0.070626
44,171,0.274478
43,120,0.192616
42,122,0.195827
41,261,0.418941
40,318,0.510433
39,542,0.869984
38,0,0
37,269,0.431782
36,105,0.168539
35,236,0.378812
34,131,0.210273
33,80,0.128411
32,198,0.317817
31,271,0.434992
30,0,0
29,146,0.23435
28,10,0.0160514
27,110,0.176565
26,373,0.598716
25,685,1.09952
24,93,0.149278
23,13,0.0208668
22,676,1.08507
21,272,0.436597
20,482,0.773676
19,225,0.361156
18,66,0.105939
17,10,0.0160514
16,58,0.0930979
15,290,0.46549
14,0,0
13,350,0.561798
12,78,0.125201
11,174,0.279294
10,167,0.268058
9,224,0.359551
8,12,0.0192616
7,515,0.826645
6,10,0.0160514
5,121,0.194222
4,0,0
3,245,0.393258
2,205,0.329053
1,129,0.207063
0,29,0.046549
