switch_id,used_rules,usage
53,282,0.452648
52,0,0
51,975,1.56501
50,236,0.378812
49,418,0.670947
48,99,0.158909
47,12,0.0192616
46,327,0.52488
45,58,0.0930979
44,199,0.319422
43,144,0.23114
42,157,0.252006
41,310,0.497592
40,372,0.597111
39,650,1.04334
38,0,0
37,322,0.516854
36,142,0.227929
35,297,0.476726
34,152,0.243981
33,131,0.210273
32,240,0.385233
31,288,0.462279
30,0,0
29,169,0.271268
28,23,0.0369181
27,118,0.189406
26,421,0.675762
25,832,1.33547
24,129,0.207063
23,22,0.035313
22,748,1.20064
21,338,0.542536
20,614,0.985554
19,240,0.385233
18,102,0.163724
17,16,0.0256822
16,99,0.158909
15,376,0.603531
14,0,0
13,449,0.720706
12,100,0.160514
11,178,0.285714
10,175,0.280899
9,285,0.457464
8,12,0.0192616
7,610,0.979133
6,16,0.0256822
5,131,0.210273
4,7,0.011236
3,296,0.47512
2,259,0.41573
1,149,0.239165
0,37,0.05939
