switch_id,used_rules,usage
53,175,0.280899
52,0,0
51,667,1.07063
50,136,0.218299
49,328,0.526485
48,35,0.0561798
47,10,0.0160514
46,272,0.436597
45,36,0.0577849
44,132,0.211878
43,77,0.123596
42,94,0.150883
41,181,0.29053
40,210,0.337079
39,353,0.566613
38,0,0
37,183,0.29374
36,89,0.142857
35,181,0.29053
34,88,0.141252
33,57,0.0914928
32,109,0.17496
31,210,0.337079
30,0,0
29,113,0.18138
28,5,0.00802568
27,90,0.144462
26,305,0.489567
25,556,0.892456
24,69,0.110754
23,5,0.00802568
22,538,0.863563
21,201,0.322632
20,345,0.553772
19,189,0.303371
18,57,0.0914928
17,0,0
16,35,0.0561798
15,182,0.292135
14,0,0
13,239,0.383628
12,60,0.0963082
11,146,0.23435
10,146,0.23435
9,159,0.255217
8,12,0.0192616
7,368,0.59069
6,0,0
5,89,0.142857
4,0,0
3,173,0.277689
2,150,0.24077
1,91,0.146067
0,22,0.035313
