switch_id,used_rules,usage
53,578,0.927769
52,0,0
51,1925,3.08989
50,415,0.666132
49,729,1.17014
48,563,0.903692
47,20,0.0321027
46,505,0.810594
45,129,0.207063
44,345,0.553772
43,439,0.704655
42,287,0.460674
41,554,0.889246
40,769,1.23435
39,1041,1.67095
38,0,0
37,640,1.02729
36,394,0.632424
35,912,1.46388
34,343,0.550562
33,603,0.967897
32,521,0.836276
31,491,0.788122
30,0,0
29,647,1.03852
28,164,0.263242
27,347,0.556982
26,911,1.46228
25,1992,3.19743
24,430,0.690209
23,146,0.23435
22,1278,2.05136
21,855,1.37239
20,1278,2.05136
19,369,0.592295
18,351,0.563403
17,275,0.441413
16,563,0.903692
15,587,0.942215
14,0,0
13,743,1.19262
12,529,0.849117
11,275,0.441413
10,415,0.666132
9,806,1.29374
8,32,0.0513644
7,1009,1.61958
6,275,0.441413
5,311,0.499197
4,198,0.317817
3,503,0.807384
2,461,0.739968
1,407,0.653291
0,86,0.138042
