switch_id,used_rules,usage
53,158,0.253612
52,0,0
51,609,0.977528
50,119,0.191011
49,314,0.504013
48,28,0.0449438
47,10,0.0160514
46,259,0.41573
45,31,0.0497592
44,129,0.207063
43,75,0.120385
42,84,0.134831
41,158,0.253612
40,180,0.288925
39,308,0.494382
38,0,0
37,158,0.253612
36,84,0.134831
35,170,0.272873
34,76,0.12199
33,50,0.0802568
32,83,0.133226
31,193,0.309791
30,0,0
29,104,0.166934
28,2,0.00321027
27,89,0.142857
26,284,0.455859
25,503,0.807384
24,58,0.0930979
23,2,0.00321027
22,497,0.797753
21,174,0.279294
20,316,0.507223
19,174,0.279294
18,54,0.0866774
17,0,0
16,28,0.0449438
15,163,0.261637
14,0,0
13,203,0.325843
12,55,0.0882825
11,139,0.223114
10,140,0.224719
9,145,0.232745
8,11,0.0176565
7,318,0.510433
6,0,0
5,81,0.130016
4,0,0
3,163,0.261637
2,146,0.23435
1,86,0.138042
0,17,0.0272873
