switch_id,used_rules,usage
53,162,0.260032
52,0,0
51,633,1.01605
50,124,0.199037
49,317,0.508828
48,28,0.0449438
47,10,0.0160514
46,265,0.425361
45,33,0.0529695
44,131,0.210273
43,76,0.12199
42,87,0.139647
41,172,0.276083
40,188,0.301766
39,333,0.53451
38,0,0
37,173,0.277689
36,85,0.136437
35,175,0.280899
34,80,0.128411
33,50,0.0802568
32,91,0.146067
31,194,0.311396
30,0,0
29,109,0.17496
28,3,0.00481541
27,88,0.141252
26,289,0.463884
25,534,0.857143
24,72,0.11557
23,3,0.00481541
22,527,0.845907
21,183,0.29374
20,324,0.520064
19,180,0.288925
18,56,0.0898876
17,0,0
16,28,0.0449438
15,177,0.284109
14,0,0
13,219,0.351525
12,57,0.0914928
11,139,0.223114
10,139,0.223114
9,148,0.23756
8,12,0.0192616
7,349,0.560193
6,0,0
5,84,0.134831
4,0,0
3,168,0.269663
2,147,0.235955
1,87,0.139647
0,19,0.0304976
