switch_id,used_rules,usage
53,7821,12.5538
52,0,0
51,18094,29.0433
50,3774,6.05778
49,7598,12.1958
48,7122,11.4318
47,186,0.298555
46,3226,5.17817
45,1114,1.78812
44,3229,5.18299
43,5261,8.44462
42,2802,4.49759
41,7680,12.3274
40,9705,15.5778
39,11694,18.7705
38,0,0
37,7725,12.3997
36,6074,9.7496
35,10314,16.5554
34,5236,8.40449
33,7188,11.5377
32,4666,7.48957
31,7479,12.0048
30,0,0
29,3860,6.19583
28,1702,2.73194
27,4527,7.26645
26,11198,17.9743
25,16706,26.8154
24,3757,6.0305
23,1686,2.70626
22,14445,23.1862
21,8796,14.1188
20,14817,23.7833
19,3206,5.14607
18,5736,9.20706
17,3531,5.66774
16,7122,11.4318
15,5769,9.26003
14,0,0
13,8260,13.2584
12,6906,11.0851
11,2106,3.38042
10,5864,9.41252
9,11999,19.26
8,290,0.46549
7,10540,16.9181
6,3531,5.66774
5,4357,6.99358
4,2876,4.61637
3,5275,8.46709
2,4481,7.19262
1,4614,7.4061
0,1000,1.60514
