switch_id,used_rules,usage
53,505,0.810594
52,0,0
51,1740,2.79294
50,395,0.634029
49,667,1.07063
48,424,0.680578
47,20,0.0321027
46,493,0.791332
45,125,0.200642
44,329,0.52809
43,378,0.606742
42,269,0.431782
41,500,0.802568
40,707,1.13483
39,976,1.56661
38,0,0
37,567,0.910112
36,334,0.536116
35,783,1.25682
34,330,0.529695
33,462,0.741573
32,466,0.747994
31,457,0.733547
30,0,0
29,607,0.974318
28,152,0.243981
27,311,0.499197
26,839,1.34671
25,1752,2.8122
24,379,0.608347
23,129,0.207063
22,1200,1.92616
21,771,1.23756
20,1111,1.78331
19,359,0.576244
18,281,0.451043
17,227,0.364366
16,424,0.680578
15,570,0.914928
14,0,0
13,713,1.14446
12,437,0.701445
11,262,0.420546
10,378,0.606742
9,672,1.07865
8,28,0.0449438
7,921,1.47833
6,227,0.364366
5,281,0.451043
4,150,0.24077
3,473,0.75923
2,436,0.699839
1,352,0.565008
0,87,0.139647
